gene_id,mean_cpm_ground,mean_cpm_flight,n_ground,n_flight,log2fc_flight_vs_ground
AT3G19680,8.657475039020332,108.82034264879353,6,6,3.507355463875448
AT4G08950,15.791432459268597,170.99150528909558,6,6,3.356540096136457
AT1G35140,2.6030322688700265,32.3890423003241,6,6,3.2120912353386593
AT4G14130,2.8961074715320567,30.300495555423186,6,6,3.006080119497632
AT2G46240,7.03985850664401,63.543566540873144,6,6,3.005031283531186
AT1G50040,1.1832929279253637,15.766532286120047,6,6,2.941006724575076
AT5G57560,18.95377799160534,134.27653222212794,6,6,2.7611777490305434
AT4G10250,0.2559767892819065,7.269585358232338,6,6,2.7190051904858166
AT1G16030,1.3378821834697803,14.304825006651614,6,6,2.710712416533822
AT5G12030,3.3318088740342904,26.853832632936854,6,6,2.684834357668526
AT2G17230,3.927783618823209,30.22434985285904,6,6,2.6636607194861157
AT1G07400,2.8379725074393782,22.13626903102947,6,6,2.5917399510916175
AT4G21323,1.0839030014749222,11.37803578945774,6,6,2.5704223666322656
AT3G23730,4.719083289143046,32.73143231220625,6,6,2.560237758408323
AT4G25810,2.769069256421073,20.792991264887675,6,6,2.5315840218528964
AT4G03210,7.770843736632936,49.54698258456884,6,6,2.5268374339658104
AT1G10020,4.4780696275578435,28.900544427284363,6,6,2.448432244898684
AT2G23130,3.0227978385514356,20.290996892550286,6,6,2.4039723578259586
AT2G29500,2.2296092230576137,15.803812997486128,6,6,2.3793571188135703
AT1G72416,4.929861673686321,29.07450283111216,6,6,2.3424705316329626
AT5G67480,13.958388217848418,65.05434801583358,6,6,2.142698798061502
AT2G47440,10.77085085315295,50.64654153897235,6,6,2.1334531346243266
AT3G54810,5.831728932743052,28.653215586689047,6,6,2.1178659203220884
AT5G24030,4.68940564584826,23.5812114506972,6,6,2.111206166930244
AT5G67300,10.88199081357171,50.00999679866601,6,6,2.102003431946218
AT1G54050,2.372614670476539,13.435010821852844,6,6,2.097632787728902
AT5G12020,1.0945489006093705,7.856544440463769,6,6,2.0801043453497385
AT4G25200,0.1918918359663729,4.034207400409264,6,6,2.078511336850597
AT1G74310,15.529049894562462,68.16271737041608,6,6,2.064990753362141
AT2G47180,14.226728591011081,62.28972016578617,6,6,2.055365171737088
AT5G51550,9.846622362234799,43.01934306824234,6,6,2.0208917576058836
AT1G71000,0.21785065384142163,3.9361969757103608,6,6,2.0190627403812873
AT5G02575,5.904508767383369,26.806501940090325,6,6,2.0098115846224274
AT5G48570,7.3280978272250605,32.53132261875652,6,6,2.0094504696371254
AT2G26150,3.7341075414901486,17.89531336840614,6,6,1.9968640608260004
AT1G21910,8.462006781587734,36.42160393785628,6,6,1.9836532956928155
AT1G70090,8.148557926438324,34.91482014801607,6,6,1.9729630343422062
