gene_id,mean_cpm_ground_1g,mean_cpm_microgravity_0g,n_ground_1g,n_microgravity_0g,log2fc_microgravity_0g_vs_ground_1g
AT2G40240,1.4350239436327499,2.750211710894684,6,5,0.6230360840221095
AT3G04040,0.945358345197061,1.9959412867551145,6,5,0.622973419045789
AT3G11250,23.22305251946568,36.30200159585117,6,5,0.6228723656589846
AT3G17380,2.175495747800066,3.889646942417933,6,5,0.6227484607550456
AT5G58000,15.20956563537632,23.949700817430294,6,5,0.6221770839399783
AT1G27390,24.870973430478404,38.81630773330739,6,5,0.6220251041069873
AT3G48000,321.70589442937074,495.57373668788006,6,5,0.6217880309530975
AT3G27230,24.08613108743624,37.596304596462026,6,5,0.6215727352253418
AT3G06050,35.326773538916775,54.87954843251473,6,5,0.6212871276865758
AT2G45970,30.888899017639332,48.04482187356475,6,5,0.6210465369191918
AT1G24090,1.0838029267905067,2.2047541613602335,6,5,0.6209948481928054
AT1G53830,17.348335058551513,27.216781992133406,6,5,0.6209043060881655
AT4G26910,50.38195573628298,78.01529507828405,6,5,0.6208701402395096
AT1G60850,11.793663929664334,18.670916300125654,6,5,0.6206346705901792
AT5G03490,17.392624090289573,27.278776262111855,6,5,0.6205923653227663
AT1G73620,6.938792841373878,11.204814873627365,6,5,0.620458856511488
AT4G36860,54.818985266764884,84.80108117064592,6,5,0.6202399292002228
AT1G14500,0.2051404936787117,0.8524567179062412,6,5,0.6202384910574452
AT5G58420,121.98501939284354,188.03199032961066,6,5,0.6201478118856869
AT5G61760,17.656938580492866,27.675663275568933,6,5,0.6201145829484146
AT4G26060,13.952226649869774,21.981420101670658,6,5,0.6201076067492524
AT4G23550,14.390851510580235,22.65553356807333,6,5,0.6201046501953636
AT1G17285,3.747500023497253,6.2968322062068784,6,5,0.6201022712335094
AT4G36090,17.528026102276595,27.476994021859866,6,5,0.6200876752461218
AT1G44960,11.39643810339051,18.052828609205584,6,5,0.6200795507895999
AT1G19630,0.14743243989817234,0.763474365611676,6,5,0.6200113933107172
AT4G29680,27.653921721223483,43.03326537843247,6,5,0.6198612272304274
AT4G28390,16.792763325878028,26.34045933989187,6,5,0.61974689404568
AT1G79920,121.75091739874433,187.6197284424098,6,5,0.6197467739778181
AT5G13440,84.99660248423332,131.14109748249854,6,5,0.6197276633181092
AT1G20950,52.661488704312056,81.44223214009192,6,5,0.6194964875324792
AT1G25560,66.15740565042256,102.1599096601953,6,5,0.6192640109476768
AT4G27530,0.22591419108882882,0.883086816812462,6,5,0.6192415148237501
AT2G41670,3.824403550581605,6.410137440113553,6,5,0.6191497107768906
AT4G13890,4.915502849734279,8.085368567475346,6,5,0.619044231008672
AT4G21200,0.45610293988750067,1.2354840198391646,6,5,0.6184748817871536
AT4G22130,39.74587728293279,61.54928350644732,6,5,0.6183392655081598
AT3G16990,11.241075934744513,17.79110502597545,6,5,0.6183195381716273
AT4G34060,2.405168293620996,4.226823817895622,6,5,0.6182084284552175
AT3G02140,45.23023323220074,69.95439188576877,6,5,0.6180553449775658
AT3G07090,36.54649902574378,56.622845464957166,6,5,0.6179625119646701
AT3G05060,56.937217708092476,87.88690223001194,6,5,0.6174804445743447
AT2G42230,25.992207821840505,40.40606162949881,6,5,0.6172989995844842
AT3G55720,4.006385173174491,6.6790506619998835,6,5,0.617158674873169
AT1G12060,0.8040528240388088,1.7659049633531527,6,5,0.6165100038391318
AT2G22480,36.75576165921063,56.87934095545744,6,5,0.6163516732124914
AT1G07930,279.70007684832757,429.2455390889833,6,5,0.6161307752381955
AT3G15357,4.2602661848973975,7.062545912133373,6,5,0.6160996649021349
AT1G79320,5.596650430167709,9.110834938581293,6,5,0.6160965771674806
AT1G31050,17.207235384791144,26.905034530270218,6,5,0.6160135537461129
AT3G14270,132.92337702494544,204.25249936964605,6,5,0.6159919772790478
AT3G54470,38.315592989064896,59.2502889647252,6,5,0.6158665462020719
AT4G32200,5.297683278433,8.651061057418804,6,5,0.6158663603209701
AT5G42110,5.503050569244852,8.965494055045863,6,5,0.6158246881572569
AT1G18080,202.64383650640903,311.0490215097667,6,5,0.6157245375205205
AT2G38430,3.07291255674094,5.240888938171119,6,5,0.6156906971766755
AT1G05170,14.455871757696551,22.682205459696338,6,5,0.6156484126731048
AT1G71260,17.082887434700524,26.70645347992444,6,5,0.6155969903370133
AT1G75600,0.10981341051419441,0.7003485173897849,6,5,0.6155133421690525
AT1G08315,16.120579741697068,25.226486765505086,6,5,0.6152930052354373
AT2G46660,3.392145334818282,5.727779564965372,6,5,0.6152046431121345
AT4G30080,24.56786795746788,38.161471991724056,6,5,0.6151031308723638
AT5G05590,2.991568522044735,5.112703662550416,6,5,0.6148548508570527
AT5G40770,50.18276660237487,77.37759694131347,6,5,0.6147832085073973
AT3G11260,0.6191580077757383,1.4794441117862056,6,5,0.6147729265703319
AT3G15800,1.0036817273823304,2.0681105405477265,6,5,0.6146970990188942
AT2G01970,77.58883342964455,119.33356239408295,6,5,0.6146428408658626
AT3G05860,0.3383504380707072,1.0492367932937765,6,5,0.6146307747481996
AT5G42210,4.856425634298779,7.966407066886674,6,5,0.6145095880759437
AT4G28815,0.019051197951138712,0.5601691327342337,6,5,0.6144758998421644
AT3G06370,9.189254267256315,14.59970197540907,6,5,0.6144700001996636
AT5G05220,0.1506816374889722,0.7613374440640395,6,5,0.6141825989788564
AT5G63990,10.087694841378191,15.970455006553532,6,5,0.6140657896092793
AT1G62130,6.964150583331336,11.18560619116111,6,5,0.6135856174692741
AT3G48180,1.9823550156083691,3.563130737107263,6,5,0.6135719843082
AT1G17400,0.8588601672013593,1.8439725061451413,6,5,0.6134892703252547
AT3G26410,8.359424670138305,13.319118760501762,6,5,0.6134509535038699
AT1G58280,8.770310789702503,13.945733756594695,6,5,0.6132573678699524
AT3G52640,33.90395545601377,52.392705457746295,6,5,0.6132521158669775
AT1G62570,102.6090318879896,157.48926015218336,6,5,0.6132353088049501
AT1G69480,8.47827950734846,13.497459871790062,6,5,0.6131030342671316
AT5G66680,79.32715843080611,121.8493797501279,6,5,0.6129308264813077
AT4G26750,38.8533593206134,59.94708948206943,6,5,0.6128559897963407
AT4G34870,256.6726265003642,393.042845428701,6,5,0.6128132240532803
AT1G62020,86.4934335720784,132.79560897006496,6,5,0.6127841179321559
AT4G20050,0.48894566279708634,1.2767896535727221,6,5,0.6127099054090657
AT4G34580,24.076130450811096,37.34401097836535,6,5,0.6126865180506043
AT1G21310,1320.6401027157142,2019.6173432463395,6,5,0.6124667670998781
AT5G35190,55.4440263524294,85.28563220166319,6,5,0.6122994457802402
AT3G44750,35.56518984678289,54.89396516336353,6,5,0.6122216720606694
AT2G14960,2.0756427842456735,3.7013908680852317,6,5,0.612199676025431
AT3G15300,7.390743725000266,11.824898093607683,6,5,0.6120767655654553
AT1G05660,2.334755766624423,4.096564484717453,6,5,0.6119439722155638
AT5G03170,7.980212106485783,12.724072913947051,6,5,0.6118872698970861
AT1G30330,90.02631255158957,138.0971152696839,6,5,0.6117369563505766
AT1G53887,1.0602471462738208,2.148081283113721,6,5,0.6116553787492631
AT2G38920,0.30187136168670736,0.9890591213961191,6,5,0.6114992560617379
AT5G04310,1.8845563093230677,3.4070143974045424,6,5,0.6114521833323671
AT1G74230,40.13240522601168,61.839654902499205,6,5,0.6113998215836343
AT2G04620,15.27638972402057,23.863435908672592,6,5,0.6112449479444766
AT5G53320,7.066592996676775,11.321775033959828,6,5,0.6111787297574258
AT3G03450,6.247230523202944,10.06874283366263,6,5,0.6109896828554171
AT2G39020,19.650783306736315,30.53498536268186,6,5,0.6107567578869172
AT5G42350,15.069382720807889,23.53701627547772,6,5,0.6106453152822152
AT5G27120,52.47800427060844,80.62546496199687,6,5,0.6100736777481045
AT1G24130,2.2288435023129822,3.9278520721987027,6,5,0.6099414316625332
AT4G03550,78.86522573653833,120.87217621691286,6,5,0.6097294134437538
AT4G10560,1.3183139423427581,2.536872088275541,6,5,0.6093980975978991
AT3G13930,96.70031285566073,148.0486439764237,6,5,0.609348162844839
AT3G04530,3.3871882144540373,5.692297443700749,6,5,0.6092049677176345
AT4G12250,17.59570318428089,27.365763236581888,6,5,0.6091813795300547
AT2G17210,1.299435912190914,2.5072438827663364,6,5,0.6090577657982924
AT5G08160,42.401818286491654,65.1971712510466,6,5,0.609014084297933
AT4G04870,7.419930706841612,11.842021907973631,6,5,0.6089920994312267
AT2G26310,4.267534367383239,7.033662001927764,6,5,0.608929942784393
AT1G07670,117.33606586242617,179.46359552694264,6,5,0.608817997244566
AT4G19006,27.83149023952684,42.96207565753724,6,5,0.6086140956980224
AT4G24580,8.45660881372991,13.418116437118448,6,5,0.6084878812886665
AT2G36400,32.74756378764436,50.450723260942866,6,5,0.6084079989290876
AT5G60570,76.72897991332876,117.50060411257564,6,5,0.6083699258843629
AT2G31060,41.79370845560004,64.22964635375995,6,5,0.6081291001484284
AT4G12910,8.136647673072336,12.926275466827883,6,5,0.6080726375156761
AT4G34419,0.9202937667964283,1.9267349481057061,6,5,0.6079650663492677
AT1G14990,5.317047891588817,8.62743191153017,6,5,0.60790050503001
AT3G23600,108.33218169705769,165.6230360349719,6,5,0.6078697527850315
AT3G14850,2.3295634168267396,4.074163082679639,6,5,0.6078368692669152
AT1G79450,12.279007645385969,19.235502626504005,6,5,0.6077413477789895
AT3G04080,38.17509586346983,58.68225067247628,6,5,0.6073651369227945
AT1G55900,15.36622909277924,23.93144421282967,6,5,0.6072445048931254
AT1G13390,38.91949487257387,59.811130004200024,6,5,0.6072419327852286
AT5G27930,20.902407147034342,32.36019843656609,6,5,0.6070384348954013
AT5G46530,2.469108310985461,4.283605192107409,6,5,0.6069577832984361
AT1G07940,280.90907521575525,428.31434894053217,6,5,0.6068044707886359
AT1G20630,51.73940901962834,79.31363050564738,6,5,0.6067634519798616
AT5G01775,0.31407267848900694,1.0007962048755765,6,5,0.6065291559421717
AT4G31920,27.274721512567982,42.04780308305757,6,5,0.6064267978006357
AT1G13420,23.82199325242506,36.787498480497355,6,5,0.6062900446128935
AT3G49120,300.8394430604578,458.48934486052894,6,5,0.6062500638459949
AT5G44820,6.0536193104608556,9.737544326009676,6,5,0.6062284674531557
AT1G08200,145.0654671371466,221.35041766584013,6,5,0.6062199788187805
AT5G40760,69.36407258684979,106.10563185919992,6,5,0.6061234505175799
AT1G17890,30.137436695755753,46.39232166264229,6,5,0.6060031542923295
AT2G19120,4.215511820281058,6.935955372734471,6,5,0.6055950753858005
AT1G04100,3.78412665574859,6.278157007148092,6,5,0.6053175896916603
AT2G36910,91.48745090187367,139.6782756415852,6,5,0.6050700235010781
AT5G08530,155.48546082133853,236.98128880787857,6,5,0.6048195250876692
AT3G02650,15.026745828568508,23.3658192643297,6,5,0.6043772104758142
AT5G52980,9.558828038935312,15.052738304761215,6,5,0.6043697019959825
AT5G09445,0.45778619608562554,1.216042199360082,6,5,0.6042062098283628
AT3G49390,28.14270314380309,43.300474772348345,6,5,0.6041874589613719
AT3G22660,30.456651259466184,46.81737420543362,6,5,0.6041698137539586
AT5G02565,0.5424950775043114,1.3444648849340841,6,5,0.6039927853630155
AT3G05320,19.553383077306115,30.23519573691982,6,5,0.6037966902664665
AT4G16210,23.64697728892367,36.45622156189886,6,5,0.60379464845694
AT1G18193,0.5119413011496495,1.2971515941650975,6,5,0.6034439363479522
AT4G11060,6.458823905931733,10.330983266345243,6,5,0.6032529870926386
AT1G44800,129.31063347644968,196.9565398952087,6,5,0.603228916457442
AT1G76670,80.8362834007881,123.2747741609293,6,5,0.602720949926019
AT1G19710,13.347028076734125,20.786942337490995,6,5,0.6027118173739268
AT3G61900,0.8426060435186109,1.7978346678398989,6,5,0.6025630619742347
AT3G18440,20.857112157027284,32.185654821139835,6,5,0.6024569424833373
AT1G55690,38.85767039524617,59.509429984809586,6,5,0.6023026042888765
AT5G10625,18.07981779379846,27.961705071360306,6,5,0.602099147020158
AT1G47710,27.159017058605613,41.737426789134915,6,5,0.6019030712926482
AT3G24360,1.77428131735419,3.210151850966664,6,5,0.6017581820086967
AT5G03380,87.89924491907514,133.88236185997985,6,5,0.6014586335078974
AT5G26865,0.4527397347742352,1.2039934780818535,6,5,0.6013436943339058
AT5G61490,0.6317337562644552,1.4752379504080195,6,5,0.6011615440062165
AT4G28085,8.51951560284963,13.439378464249966,6,5,0.6010485739906892
AT5G26600,50.03310579112335,76.40107152534604,6,5,0.6009200944484564
AT1G23330,20.41151028604337,31.47180271906732,6,5,0.6008009186451186
AT4G24830,32.0656183059873,49.13614757238014,6,5,0.6005192654165242
AT3G07270,38.94793343564108,59.56548083746799,6,5,0.6003748946850388
AT3G20560,11.781440668868655,18.377644887072428,6,5,0.6003427798661483
AT4G30850,32.52562166904547,49.81860414984525,6,5,0.6000926645691284
AT3G57550,95.55721754273524,145.35350510356895,6,5,0.6000012899460311
AT5G02360,7.13406342390605,11.328064444512433,6,5,0.5998981635080395
AT2G34340,3.2872462841544015,5.497217939788412,6,5,0.5997708028569683
AT1G27340,43.83036158546637,66.93204878999401,6,5,0.5996162299712492
AT2G14620,1.1953372744149,2.3252402384603323,6,5,0.5990159735450095
AT1G56670,1.5507604524779477,2.8633440324655326,6,5,0.5989227372722097
AT4G26210,13.528131232948184,21.003711886957262,6,5,0.5988977781058787
AT2G31010,29.720081336195467,45.52457575214958,6,5,0.5988109588871191
AT2G43510,20.634516624185263,31.758304776613716,6,5,0.5985258130099854
AT4G36840,10.362141815771286,16.201737961678916,6,5,0.5983195185489278
AT5G25880,1.5776314827118538,2.9023609245195177,6,5,0.5983011971181385
AT2G18600,4.248004682673746,6.943779524789136,6,5,0.5980565749781928
AT3G17710,8.121525441630387,12.806641382586696,6,5,0.5980153915245219
AT4G09980,32.59080360496004,49.84037984917497,6,5,0.5979084992438898
AT2G30540,2.5991768924604215,4.447272703894233,6,5,0.5978670842280962
AT2G04850,5.912059235889281,9.460791362270218,6,5,0.5978045095947452
AT5G13110,38.50456944134421,58.75630475376274,6,5,0.5970713990731707
AT2G14820,9.762691907957041,15.276295646803069,6,5,0.5967334289125643
AT5G04610,0.6848761955054034,1.5480083059468357,6,5,0.5967273942220799
AT1G10230,3.4070439847983125,5.664502865376825,6,5,0.5966859667483712
AT1G13750,11.45917578729142,17.840572568658636,6,5,0.5966341765845639
AT2G18900,22.52236385507966,34.56118696613679,6,5,0.596270429870616
AT4G01220,10.795877348310105,16.832912594642465,6,5,0.596259626468606
AT5G18490,35.963502226657084,54.87384374970742,6,5,0.5960716155106639
AT4G24000,0.2692480272147139,0.9184701189504958,6,5,0.5959822767843845
AT5G56010,282.3004763933166,427.19942729015054,6,5,0.595949838413522
AT1G51820,0.4693728323396809,1.2207603537606313,6,5,0.5958532118953073
AT2G36650,2.8226253367083824,4.777057466608891,6,5,0.5957710401674176
AT5G06930,28.83633316967796,44.08950657052615,6,5,0.595721480242363
AT3G49320,2.4815151809386666,4.261094994569354,6,5,0.5956477854721539
AT2G46950,12.072647754822391,18.7541519405735,6,5,0.5956045352751909
AT3G13770,0.7985669676068263,1.7178083763945853,6,5,0.5955958624832836
AT4G29670,49.0505168779271,74.62434499338006,6,5,0.5954657736561699
AT1G64580,3.945060505967149,6.470511154940657,6,5,0.595218786558953
AT1G18630,6.2811534735243555,9.997446258619647,6,5,0.5949296271853102
AT5G66860,19.38191964228007,29.784139467258818,6,5,0.5948973042566906
AT1G61255,0.5434770373067864,1.3308806761596876,6,5,0.5946911312696941
AT3G11510,88.65273078579685,134.33459846237187,6,5,0.5941112805106717
AT5G42146,3.6659720659488886,6.042434079337244,6,5,0.5938964840447866
AT5G46050,5.993646298259957,9.555444388253521,6,5,0.5938705788897499
AT5G41360,17.489847671779938,26.905393315173285,6,5,0.5938106415532037
AT1G47250,19.512186432194095,29.955296184208557,6,5,0.5937049836683475
AT5G61030,13.165557266378437,20.373088153814557,6,5,0.5934080173371489
AT1G12040,31.88958810738762,48.62022702418983,6,5,0.5932973952125777
AT5G54650,22.888521660364486,35.03803394230992,6,5,0.5932027314939599
AT4G37630,6.907242680565415,10.927645394968424,6,5,0.5930626644329703
AT5G23540,77.62379218746686,117.57615712113076,6,5,0.5927760922667388
AT1G53035,2.281527698766633,3.948973009185514,6,5,0.5927615633516851
AT5G16760,51.39465235141464,78.01558965178876,6,5,0.5927177519128194
AT4G23885,13.947382518329254,21.537463585742763,6,5,0.592432288847875
AT5G57460,42.72032593545578,64.90163522509381,6,5,0.592010107085188
AT5G24990,2.186192666456234,3.80203527939357,6,5,0.5918124946530108
AT3G16340,122.13407608355395,184.56416451458102,6,5,0.5916880612497235
AT3G59140,30.31912150072226,46.19152830071259,6,5,0.5914841483075929
AT1G15930,116.83477934642092,176.54917808371718,6,5,0.591453263306402
AT2G01630,17.634715350137157,27.075809028021286,6,5,0.5913348139810629
AT1G05894,1.582894016182453,2.8906636603062372,6,5,0.5910278211427098
AT4G36130,88.4190782298004,133.6909659489915,6,5,0.5909985098256251
AT3G23830,24.56716205585897,37.50405024610884,6,5,0.590718180141754
AT1G55620,26.507152168114292,40.40779324818099,6,5,0.5900955346838328
AT2G42790,165.8352537886855,250.13864915894638,6,5,0.5900598948370929
AT1G68725,0.6883111656322866,1.5409005257571735,6,5,0.5897590704349791
AT4G36580,2.4958762110473263,4.260971666708303,6,5,0.589675180447866
AT3G21420,4.901251403677197,7.879731241855509,6,5,0.5894950909557828
AT3G50230,1.3202709046176377,2.4912587313708587,6,5,0.5894540186700461
AT5G49555,14.051601390547683,21.645402797457216,6,5,0.5893012127336866
AT4G14746,24.588823037110476,37.48432392229513,6,5,0.5887571109543666
AT2G16580,2.011764014711983,3.5295242177453305,6,5,0.5887507844365364
AT1G65030,11.356866516199167,17.58337320458797,6,5,0.5886994521091609
AT5G06050,15.420976210996727,23.692226402801982,6,5,0.5885170281158105
AT5G60790,160.5256860204089,241.87479505047176,6,5,0.5884491760290043
AT4G34380,0.6052891785247497,1.4136967760643928,6,5,0.5884112375523408
AT1G09800,3.1715939369307358,5.272160196263608,6,5,0.5883636748554651
AT5G45970,1.240050671568228,2.3678763318332443,6,5,0.5883077962645406
AT5G26780,39.35887674260836,59.67428432747225,6,5,0.5881991641257438
AT3G04970,9.45738764249914,14.720073516522518,6,5,0.5880854672318074
AT5G15870,23.585356955216895,35.94960171286503,6,5,0.5877595115328241
AT1G74940,9.254370062646128,14.408849623893534,6,5,0.5875202906326953
AT5G06610,5.843394981559441,9.280753786645167,6,5,0.5871619238623983
AT1G70985,2.130814319998718,3.703169970407034,6,5,0.5870955227436271
AT5G16360,44.4527715116158,67.27849205195334,6,5,0.5870629300786534
AT5G04905,2.841113108034857,4.769862270076665,6,5,0.5870124342472267
AT1G72020,63.007901987822414,95.14002411467656,6,5,0.5868871437493729
AT2G43130,14.362848809208183,22.073415118525322,6,5,0.5867857875565469
AT5G66390,43.739898067912044,66.17523034840394,6,5,0.5863673938750302
AT5G54075,0.7615873292130734,1.6448992932197701,6,5,0.5863367945484471
AT2G44120,99.69350765931561,150.1761450880888,6,5,0.5862598400020558
AT5G64030,60.90053746030184,91.92602351786967,6,5,0.5861307375928183
AT5G18475,1.764936970976524,3.1505554760992176,6,5,0.5860578343725262
AT3G02260,297.04819437506774,446.3963312273154,6,5,0.5860077926987035
AT1G55190,13.622619868803142,20.94849797361564,6,5,0.5859203979498915
AT3G12800,63.85021420341169,96.3282083668932,6,5,0.5857466581694613
AT5G48440,17.173985326135575,26.274564618298257,6,5,0.5856813479861118
AT5G60820,11.28716904016166,17.438951737646285,6,5,0.5856040827454305
AT2G22250,19.8257120370199,30.251456482502523,6,5,0.5855576059424916
AT1G56680,3.0881903107142716,5.134148753829865,6,5,0.5854007953357705
AT5G42890,30.88052949671695,46.83355660669264,6,5,0.5853474742380007
AT3G44590,12.708723042301761,19.56848328063329,6,5,0.5853412221245289
AT5G02620,23.928066193977724,36.40173605621191,6,5,0.5853342670155851
AT4G05450,8.289349995295447,12.937509388822281,6,5,0.5853232214918621
AT5G10830,28.92333915741845,43.89570872225729,6,5,0.5853063789488395
AT1G77380,10.710603195480262,16.570038664121885,6,5,0.585301977307804
AT5G50300,4.381903408317472,7.074593177058153,6,5,0.5852730757566466
AT3G20260,13.896880439169216,21.34487749832767,6,5,0.5849338883911367
AT5G47030,131.62388320003643,197.92647101918024,6,5,0.5848946649225628
AT1G74510,29.834692864465257,45.24874934681228,6,5,0.5848598768526176
AT3G18950,3.171572603729636,5.256568326217308,6,5,0.5847802134300082
AT5G42990,23.231336225751406,35.341081227526004,6,5,0.5847273798491577
AT1G11080,5.150388557890857,8.223596588075928,6,5,0.5846518580436026
AT2G38650,48.671911053903074,73.4898558271201,6,5,0.584613716527652
AT1G67100,0.17288245772203348,0.7587550189712189,6,5,0.5844961018601225
AT5G65040,7.430490985054512,11.641158239860658,6,5,0.5844400956570129
AT1G18000,10.975979131551611,16.956305011158026,6,5,0.584346895044596
AT1G34130,36.86003362368328,55.76317662521292,6,5,0.5842796365772774
AT1G62790,26.59391193846515,40.3679926611135,6,5,0.5841649545630816
AT5G53870,0.6095395524635951,1.4129150330842344,6,5,0.5841290845511441
AT1G72730,17.08409710584351,26.110452898237405,6,5,0.584127644958607
AT4G34400,0.8352210860420053,1.7511781367846797,6,5,0.5840956835157591
AT4G31800,123.92922607682398,186.21559001460406,6,5,0.5835895554990896
AT5G13860,7.968870478082301,12.440317678380278,6,5,0.5835690268655258
AT5G65090,3.1820513626747986,5.266657648689564,6,5,0.5834853991981265
AT1G16900,20.60657876120557,31.373650695429056,6,5,0.5833494134215965
AT4G23500,8.635934579794489,13.436517030767169,6,5,0.5832262140984629
AT5G59850,64.10695638103755,96.53907597765848,6,5,0.5831686082707969
AT4G14455,12.858921182118877,19.76245992457932,6,5,0.5831624251632098
AT5G54050,1.058786250555914,2.084243668117559,6,5,0.5831226959204207
AT3G26480,1.1188563346979277,2.1741972116269666,6,5,0.583105993390951
AT5G05290,0.6164336750210161,1.4214328147248008,6,5,0.5830466618725242
AT5G40000,2.0435374925962875,3.5592401414945307,6,5,0.5830442618168069
AT1G23460,9.11417264075883,14.147589043390463,6,5,0.5827098768823071
AT5G12850,45.27828756538068,68.30794881697528,6,5,0.5826853408059266
AT2G20940,4.158221215643089,6.721259579972013,6,5,0.5819625696494872
AT2G44700,0.9316031454769589,1.891378804280739,6,5,0.5819589130911264
AT1G29230,0.8048507571210689,1.7015618007049498,6,5,0.5819141395400821
AT1G34550,50.6417808509,76.28548890162287,6,5,0.581658807226376
AT2G36210,0.3662282801283306,1.0445183144584091,6,5,0.5815624257837098
AT1G53650,7.663085858261784,11.963244610700789,6,5,0.5814739392782734
AT2G21390,208.7273251301182,312.81824759384756,6,5,0.5814144024075326
AT2G43240,13.096589259111914,20.08814504142169,6,5,0.5810860606518647
AT3G17240,123.65878306115066,185.473762343525,6,5,0.5809881172812246
AT3G01780,64.6521468897911,97.20059573191091,6,5,0.5808895872098547
AT5G52640,52.870064650524576,79.56851200434352,6,5,0.580732314487515
AT2G17480,81.11621200908736,121.8009352947494,6,5,0.5805825657205019
AT4G30150,22.519312546324084,34.16610177711525,6,5,0.5803395268136197
AT1G19970,4.431317249775372,7.120520314114012,6,5,0.5802700343190182
AT3G01280,153.87152413772125,230.54759897482336,6,5,0.5802368935675993
AT3G47940,9.406736405853023,14.55891652245,6,5,0.5802238941167923
AT1G07220,16.521855305709874,25.179653357138598,6,5,0.5792904516649331
AT1G22980,0.681517202350363,1.5121643001301037,6,5,0.5791672841252005
AT1G03220,325.8786475841147,487.3315847533284,6,5,0.5791059526901727
AT2G41170,11.533577238702895,17.7232592080924,6,5,0.5790333540623355
AT1G15230,22.767659073937054,34.50350939439496,6,5,0.5789618206401195
AT5G62020,17.683834576824506,26.900353625522666,6,5,0.5784928307820947
AT5G14030,67.0779843765837,100.65301925616572,6,5,0.5783928380735268
AT4G21320,10.558464027382088,16.256934189166987,6,5,0.5782264879855957
AT2G18020,212.99101871865605,318.48258611161395,6,5,0.5781870495508696
AT3G07420,11.130781733883728,17.107855439159227,6,5,0.5779431703938407
AT3G10530,13.234378439672284,20.24349138577219,6,5,0.5776413962431672
AT4G22270,11.325166031940464,17.392595866790376,6,5,0.5775180298276122
AT3G06360,0.728909700224885,1.5798286584450543,6,5,0.5774127310201945
AT4G29140,50.62940780239514,76.03608600247284,6,5,0.5773413553160746
AT1G05630,14.344726552990254,21.895765589567333,6,5,0.5773378698817309
AT1G71850,4.713142351232926,7.522603835808399,6,5,0.5770097944494569
AT5G57500,1.4872787538503245,2.7103725576796025,6,5,0.5769958527351569
AT1G64780,18.14632647365072,27.557130534169026,6,5,0.5767834075804933
AT1G53340,17.71707539116218,26.916572957805545,6,5,0.5767668206243396
AT3G18130,33.438196503326715,50.3613665544791,6,5,0.576673996168303
AT1G09440,3.6905828659843163,5.995449674969247,6,5,0.5766495908270644
AT5G05730,26.97419896233485,40.71987211990078,6,5,0.5766379153013301
AT1G35560,3.814879494973923,6.180296301242275,6,5,0.5765436880746964
AT1G80150,7.667642389017188,11.921804180269602,6,5,0.5760959805881687
AT5G19870,1.4071549136169883,2.588011637450142,6,5,0.575855579403142
AT2G47650,63.44884290208355,95.06142671156508,6,5,0.5758027787056889
AT1G27140,4.274541794524884,6.861683585950951,6,5,0.5757925291936534
AT2G24755,30.34720944912732,45.7172106070874,6,5,0.575617117296268
AT4G37970,1.4325276863013043,2.6249507214039856,6,5,0.5755051574376363
AT3G12110,47.17734321158531,70.784639640421,6,5,0.5753203346607023
AT3G62680,84.30526996499336,126.08890118748134,6,5,0.5751312678926537
AT5G57800,128.45320698337005,191.85756689248436,6,5,0.5751050461580808
AT1G24625,16.25807496234504,24.706202772870466,6,5,0.5748449669561925
AT4G14650,3.07604177178048,5.0712210036852365,6,5,0.5748178544183475
AT2G40950,39.370482912757055,59.12413708348713,6,5,0.5746434386376686
AT4G28450,18.283501308669603,27.714649840890416,6,5,0.5744199432311645
AT5G62270,29.33580486162656,44.165695962515606,6,5,0.574205850495015
AT3G11690,19.981458722647748,30.23824467918764,6,5,0.5741984048358837
AT5G27520,27.753817144426602,41.8076754855109,6,5,0.5741160070656587
AT5G49760,95.65548508360179,142.89258234605515,6,5,0.574068712055963
AT4G16720,150.0583305656758,223.86720684558577,6,5,0.5739675352856581
AT5G55950,1.309394999889783,2.4376432995542054,6,5,0.5739049007231928
AT5G36925,1.0575916189025014,2.0625896654167324,6,5,0.5737954121243813
AT2G37035,16.477322617862573,25.013794484416003,6,5,0.5737926596138408
AT4G27720,48.3724686625366,72.48541970049287,6,5,0.5737512493155936
AT2G33050,5.206630825247317,8.237176228133832,6,5,0.5736415563446163
AT1G26620,22.523423666426368,34.00744003545543,6,5,0.5735635172515093
AT5G03640,5.173612198195461,8.186121981538856,6,5,0.5733410796550501
AT3G23410,7.687041961691104,11.924649548306602,6,5,0.573188250997657
AT5G51220,11.078909499985087,16.970366901481977,6,5,0.5731296525783968
AT1G16190,28.15687281232019,42.374190601115615,6,5,0.573000842714705
AT4G38552,5.058975420955404,8.010580991319248,6,5,0.5725462791708497
AT1G79620,11.057671104744498,16.930038833062195,6,5,0.5724273299609619
AT4G26010,37.10883621573837,55.6668303442893,6,5,0.5723789564724331
AT4G33810,1.1466159611705236,2.1910473737979785,6,5,0.571965916871537
AT1G74200,2.6131858776147365,4.370973642900895,6,5,0.5719121667064616
AT5G45775,60.19752295336654,89.96211195598458,6,5,0.5717924918702811
AT5G63130,2.0560709700740154,3.5423046079675444,6,5,0.5717464097742585
AT3G47833,16.210610215201687,24.579481454705906,6,5,0.5716887681835728
AT4G30020,30.90701679500266,46.419106946696594,6,5,0.5715947650119096
AT4G33880,2.1201927196151105,3.636561088568905,6,5,0.5714200228132537
AT1G07260,10.353313494420048,15.868501159187124,6,5,0.5712183761802316
