gene_id,mean_cpm_ground_1g,mean_cpm_microgravity_0g,n_ground_1g,n_microgravity_0g,log2fc_microgravity_0g_vs_ground_1g
AT2G42560,1.1116174467939228,18.937264548661183,6,5,3.239047085064234
AT2G16660,26.173545661095176,254.9763247205014,6,5,3.2357356525440095
ATCG00350,32.038498596747836,309.77318919933424,6,5,3.2336420145159894
ATCG00340,42.19153451168764,399.9508137154293,6,5,3.214604787470737
ATCG00380,0.7869536572958261,15.500801394911756,6,5,3.206961968338863
AT2G02120,1.154228822385889,18.329826975107935,6,5,3.1655853174386155
AT5G66780,6.750588417325402,68.23371318407146,6,5,3.159096978018969
AT4G33070,6.967727675483194,69.93875129830408,6,5,3.1543336911170976
ATCG01050,4.746425844273843,50.05258603066888,6,5,3.1512472273822407
ATCG01010,0.4395814924099231,11.75143100249211,6,5,3.1469377945937937
ATCG00180,2.0728307471852543,25.86937121623413,6,5,3.128322350528679
AT5G22460,1.7467232835523314,22.928671219203984,6,5,3.1229568052525054
ATCG00150,2.067629525940722,25.586817252542954,6,5,3.1155149144949914
ATCG00660,0.43851597857247165,11.457695494604422,6,5,3.114384062676873
ATCG01240,1.946267075003879,24.387893916161016,6,5,3.1071805997060657
ATCG00900,1.946267075003879,24.387893916161016,6,5,3.1071805997060657
AT1G77950,0.671478694418472,13.347294834766137,6,5,3.101581873317241
AT2G19590,1.774694314859942,22.628964654868874,6,5,3.090155671304308
ATCG00710,1.5055926684266545,20.285683950973116,6,5,3.086659646084928
AT2G07725,2.217844632159591,26.11671724785206,6,5,3.0750159613376495
AT4G04610,7.883072855001156,72.1306532646755,6,5,3.041345520713314
AT4G36880,7.202365733136186,65.99089512875727,6,5,3.0298530510612287
AT5G43170,5.161290980708869,49.1698908995294,6,5,3.0255172239261707
AT5G62490,0.7239025581748303,12.853435613968154,6,5,3.006493670066967
ATCG00580,2.1478676946429323,24.151474054236324,6,5,2.9981961440991713
ATCG01230,1.1435607700851416,15.927952596918805,6,5,2.9813262692697253
ATCG00905,1.1435607700851416,15.927952596918805,6,5,2.9813262692697253
AT4G21870,28.79354357281602,233.53086784471765,6,5,2.9767061863393196
ATCG00430,0.8820230652796037,13.608952493993261,6,5,2.9564965219107773
ATCG00490,60.41946900652505,472.6433315991975,6,5,2.947033128131996
ATCG00330,4.938113695759186,44.10491876940905,6,5,2.925208148782511
ATCG00160,0.3596564029450531,9.3271379879669,6,5,2.9251264672119315
AT2G07734,0.6391023928415162,11.376240887011452,6,5,2.9165952964412116
AT5G44310,0.6766926147765296,11.458118779288647,6,5,2.893396101259934
AT4G38410,2.5713732893388737,25.502059947412295,6,5,2.8915536603764123
AT5G67080,1.5626443637607241,17.979193948760763,6,5,2.888713537367883
AT4G25100,0.26357621709983975,8.343026365501697,6,5,2.8863772509557886
AT5G52310,28.827525603682204,215.8606381383569,6,5,2.8620520102326066
AT2G34080,1.7611395371998428,18.923336358221988,6,5,2.851123558032304
AT4G21680,25.670783772470912,189.33835107242817,6,5,2.835234150990788
AT3G50350,9.770059350005367,75.153219250249,6,5,2.8218788254382847
AT5G06760,5.8348543956372465,47.31458182592726,6,5,2.8214761654001226
AT2G07671,1.9686862863100567,19.934268541152782,6,5,2.8179699593467715
AT1G03106,4.152050969096116,35.32149616748065,6,5,2.8176048606624735
AT5G28510,0.21273019171974314,7.437341614716935,6,5,2.798529899832841
AT1G54870,1.847195965581247,18.770386306144797,6,5,2.7957273622730625
AT3G13760,5.104104689223347,40.94442313164534,6,5,2.78062739419885
ATCG00300,0.2840747649484526,7.6723619869397535,6,5,2.7556957709817285
ATCG00670,5.174699771772742,40.03064004126189,6,5,2.732260762821853
ATMG00510,3.4757228119180072,28.498191676063545,6,5,2.7204339198599894
AT5G64750,4.3006275162669505,33.801711602889554,6,5,2.7149231930752755
AT2G39510,8.135913019724995,58.973233967834446,6,5,2.71469794968102
AT2G36640,0.733398817532405,10.346157515415863,6,5,2.710528267087307
ATCG00820,1.0674683171231774,12.389742171320268,6,5,2.6951910547187024
AT5G65140,2.3571614478231644,20.627036948817743,6,5,2.6875221959543247
ATMG00410,2.003365611112331,17.900321422044122,6,5,2.653758753919772
AT5G35660,0.18187858656578373,6.412637554037772,6,5,2.648905135326442
AT2G40330,2.4408590454596357,20.57500086015447,6,5,2.648519918421091
AT5G55180,15.053639988514865,98.99600244819086,6,5,2.6389699713828048
AT2G48090,1.2810270266202481,13.204097625055928,6,5,2.638551735623479
AT5G17810,2.069291928499278,18.050958108682106,6,5,2.6338857794064787
ATCG00440,0.33488280903394146,7.265020460677661,6,5,2.6303052994810407
AT3G22500,0.11147879229308226,5.863329649604752,6,5,2.6264282286959113
AT2G02680,39.693702158322935,247.43744942232493,6,5,2.610005219170694
AT1G77120,18.450984577985523,117.13155408272489,6,5,2.6024792849280405
AT2G21490,0.7227056028220503,9.339323466814518,6,5,2.585393706624561
AT2G07708,0.900224871738687,10.352821643225658,6,5,2.578808849512104
AT3G05630,7.384441452093372,48.83090397641311,6,5,2.5712541621978104
AT3G15650,2.932857724766322,22.27136960942459,6,5,2.5649062200442865
AT1G80090,0.11786239965744318,5.600051400434684,6,5,2.561734645711848
AT3G11050,1.569263508507314,13.99629096291505,6,5,2.5451789541867305
ATMG00513,2.807494633821689,21.19633164918843,6,5,2.5434073559342214
AT3G53980,70.05144391494377,409.7303170642473,6,5,2.531255566810385
AT4G33930,0.36511478975009143,6.793287867231588,6,5,2.5132098378034016
AT1G28170,0.15615875465496934,5.555407040842788,6,5,2.5033458525891885
AT1G48500,1.4157818661608037,12.695826359495868,6,5,2.50317421895163
ATMG01360,2.2031168805156955,17.064733212663917,6,5,2.49562760104125
AT3G03620,3.1130781560513916,22.077859172892307,6,5,2.488219006919908
AT2G18370,14.279844219031213,84.52267120255587,6,5,2.484677079793716
AT3G56620,2.5393038323163735,18.787941134998555,6,5,2.4830839922331793
AT1G22570,12.685160510022001,75.02058524942842,6,5,2.4737777760922084
AT2G29380,1.0330882189417718,10.254045529320816,6,5,2.4686989825878483
AT4G37400,12.473605144644795,73.3350161947066,6,5,2.4639060400155577
AT5G49850,2.5788078423693466,18.666260888387093,6,5,2.4581716985778392
ATCG00480,18.56259705862153,106.30204532353234,6,5,2.455507761076059
AT3G19920,0.3508684278606739,6.406261139953446,6,5,2.4548582532747414
AT1G62710,6.909850467013992,42.362874604142604,6,5,2.4547380723327605
AT1G04770,8.352972344175706,50.17486770838873,6,5,2.451938640987723
ATCG00680,25.489195251805587,143.83123400731256,6,5,2.4508968445728136
AT1G66600,1.1837023890905762,10.911129385669554,6,5,2.447462058934865
AT2G40170,0.7898283588716422,8.696633997249158,6,5,2.437662787537988
AT5G54740,0.28535525853221666,5.950067490648844,6,5,2.434859827503736
ATMG00580,2.479099122712701,17.665282067161733,6,5,2.4235716222578594
AT4G16160,0.43901886311436217,6.690144530879087,6,5,2.417925209379487
AT4G14980,0.5359647901993171,7.20355948790448,6,5,2.4171048798106214
AT5G52300,90.09139161582338,483.10685895050466,6,5,2.4099389078401914
AT4G21020,0.7750306294954005,8.386877296810747,6,5,2.4028013812062445
AT5G01300,0.9120862119161783,9.110751376089118,6,5,2.402670736518542
AT1G12950,24.49762888081158,132.15303088606464,6,5,2.3846502712964086
ATCG00510,0.15550228146990747,5.025903114700757,6,5,2.3826573689463815
AT5G55410,0.42531269577044933,6.42596732974274,6,5,2.3813005048843436
ATCG00830,7.2356421474844845,41.59271447651588,6,5,2.370653628307169
ATCG01310,7.2356421474844845,41.59271447651588,6,5,2.370653628307169
ATCG00890,2.7540438809381356,18.293189865841285,6,5,2.361574274047601
ATCG01250,2.7540438809381356,18.293189865841285,6,5,2.361574274047601
AT5G15120,6.299219744783133,36.14827099870232,6,5,2.347480905160687
AT3G50010,3.583271183939177,22.280628248880653,6,5,2.3446804361770033
AT5G03860,32.77656255579755,170.3098959088831,6,5,2.342514075229673
ATMG01320,0.9485848731796952,8.848290685171868,6,5,2.3374465741231667
AT3G44550,17.21230204974435,90.50629710512808,6,5,2.3289577357739697
AT2G18360,4.973322438521135,28.931857498580506,6,5,2.325076306445615
AT2G47770,16.40065952128567,86.04366456965344,6,5,2.322597307586931
AT4G25010,0.7864261252995877,7.932111308797724,6,5,2.3219249747381387
AT2G47560,1.3285041515427873,10.595208248714368,6,5,2.3160533713801823
AT2G07777,0.817676005154539,8.044795598834389,6,5,2.314992833354182
AT1G72416,61.928058773950575,311.9018778866298,6,5,2.313934973002549
AT2G19900,22.47125056907605,115.60939680570206,6,5,2.312717433697129
ATMG00730,0.589058923563324,6.888214406925871,6,5,2.311526143708729
AT4G17670,1.6294756042997587,11.902149569755654,6,5,2.2947644296937546
AT3G41979,4.47501214432611,25.830014299019005,6,5,2.2929137535559554
AT2G01020,4.47501214432611,25.830014299019005,6,5,2.2929137535559554
ATMG00060,1.4538347423491669,10.964038220207122,6,5,2.28559442775014
ATCG00280,40.646738686227906,202.0521716881694,6,5,2.2855750281447023
AT5G62520,7.834511660301023,41.6132500766892,6,5,2.270079793693401
AT4G21990,39.57679297582167,194.0274517788327,6,5,2.2649504599292567
ATCG00420,0.6061176176076365,6.712500344207742,6,5,2.2636211019174093
AT2G07687,0.9175381588262578,8.157994094262595,6,5,2.2557763471501584
AT3G13784,0.013016616987264931,3.8295369000326254,6,5,2.2532270174206386
AT3G08860,4.375483612049282,24.45465696685553,6,5,2.243463164121638
AT5G22470,0.33479198480715294,5.310980468493067,6,5,2.241249229953061
AT3G58550,19.07397733911833,93.13004717962187,6,5,2.2293288259568507
AT5G55240,0.03279208120494021,3.825915721450066,6,5,2.224252876789822
AT5G07460,6.666329577724128,34.58041092552789,6,5,2.214475246223807
AT1G78000,39.651759938463734,187.00563916371408,6,5,2.209386218261536
ATCG00070,0.7933100360488918,7.265600534100112,6,5,2.204494711977062
ATMG00160,1.2301732953389333,9.263358523796757,6,5,2.2022751835744
ATCG00560,0.8259582773619307,7.345466281406668,6,5,2.192338858185818
AT5G01040,86.8567588238306,400.2667322649089,6,5,2.191336369666345
AT2G43140,2.1361070287371415,13.26218537408503,6,5,2.185148359245938
ATCG00650,0.09677554765990655,3.9665240893580025,6,5,2.178968196983989
ATMG01170,1.2370533658675402,9.071338118505956,6,5,2.1705838003185254
ATMG00285,0.47804953779150033,5.641229266806443,6,5,2.1677556806118665
AT4G11040,0.15702457937656422,4.197728893649336,6,5,2.167461873975593
ATCG00760,0.10341274570271841,3.940443537253354,6,5,2.1626680176922886
AT1G20070,5.847981889211322,29.47799785780266,6,5,2.1540173419184074
AT1G48130,2.019039233481663,12.276699294186738,6,5,2.136735113993939
ATMG00640,1.4029981924551664,9.554528790405602,6,5,2.1349547022597353
AT2G38280,79.15834690450657,349.3126020315491,6,5,2.127718226681022
ATCG00550,0.9771170613383791,7.638060301452872,6,5,2.1273090950692293
ATCG00470,4.943810838510077,24.844348572828846,6,5,2.1203887304565057
AT2G40370,7.626947629410776,36.35875716361543,6,5,2.1145243577178814
AT1G60090,0.2068734520768072,4.204469058122621,6,5,2.1084765834969725
AT5G50260,3.980803129019277,20.46188950601574,6,5,2.10732680328582
ATCG00190,6.072362436406144,29.378063027708084,6,5,2.1027657680200726
AT2G27380,0.21860017263538378,4.2314859496937975,6,5,2.101995937495391
AT5G62210,0.765210044120921,6.558477292700057,6,5,2.0982557614209156
AT1G64110,117.84972659932795,506.6111756272695,6,5,2.0945852475486224
AT3G18830,73.08023793472775,314.4338705967094,6,5,2.090176944432664
AT4G17260,8.73921672071825,40.45375188788658,6,5,2.089625029858871
AT2G02620,0.13656536061258576,3.8299163877287556,6,5,2.087317562515359
AT1G03840,4.175233858140888,20.96210883135212,6,5,2.085320628910735
AT1G72140,16.790623023697382,74.26799802460607,6,5,2.0809195648777417
AT3G43190,2.1300245211942137,12.1728856668102,6,5,2.073325553920348
AT1G65840,89.00960123647455,377.5425848506229,6,5,2.072304802359135
AT5G43040,6.102790301498813,28.849849497211217,6,5,2.071265859644148
AT1G72360,16.200456480956973,70.14716713315184,6,5,2.048359461150055
AT3G16360,1.1210218670563126,7.767501690643594,6,5,2.0474063090049563
AT2G07718,1.7911449066879623,10.48725444368096,6,5,2.0411050909475517
AT4G25790,4.127047642284194,20.087872172717613,6,5,2.040213321446947
AT1G10000,0.3825352371035542,4.680080225061167,6,5,2.0385950550553913
AT4G03540,1.7996629041130259,10.486562417710612,6,5,2.0366220736202942
AT5G63560,20.895525144482555,88.33670309290855,6,5,2.0286169620467573
AT2G29750,44.00789799926031,182.08053688290184,6,5,2.024228334431572
AT3G03341,1.5873443161087095,9.515046114138233,6,5,2.0229112155892333
AT5G25190,4.134722730645213,19.861316842272963,6,5,2.0224719490747316
AT4G01750,21.226049881384743,89.16738889017871,6,5,2.0203541754089365
AT3G50400,5.950518312781354,27.15538155134369,6,5,2.018218230542084
ATCG01040,0.0966830159762317,3.433346727079023,6,5,2.015249607434298
AT5G47060,12.54035221464379,53.72555695469059,6,5,2.014949465018837
AT4G36600,0.6660096651630883,5.722289348005058,6,5,2.0125558716565806
AT1G69880,0.4769084603563638,4.916381843538565,6,5,2.0021347572441206
AT3G24650,0.6359278052163709,5.530401271479526,6,5,1.9970625609013866
ATCG01000,0.16246370090749,3.632774218185516,6,5,1.9946907059046497
AT3G22890,101.07591302214406,405.5615363204868,6,5,1.9938312603255604
AT1G72100,0.4960049851709003,4.946817726184338,6,5,1.9910028740956598
AT2G27690,4.817207925576606,22.10927502506435,6,5,1.9900732241383616
AT2G36090,11.685234853902733,49.30210216835424,6,5,1.9874684631199415
AT3G27170,12.688260932220901,53.24567155624534,6,5,1.9865688581324152
AT2G29740,12.757699104937359,53.31786208666959,6,5,1.981187489355487
AT4G01630,1.2623360058413324,7.922377549506938,6,5,1.979614980231604
AT5G43380,6.571700269598705,28.78646939922255,6,5,1.9759679232503933
AT3G45060,0.0064743975194355916,2.9553799809459695,6,5,1.9745058227842798
ATCG00570,0.5095404341587079,4.925610754023958,6,5,1.9728544595503108
AT2G39890,26.164203309310746,105.48947800272404,6,5,1.970932247509111
AT4G04745,4.770913135854338,21.621742653906065,6,5,1.970838550104163
AT2G32560,38.2692897476043,152.62856962793083,6,5,1.9679731229053752
AT1G71110,13.54932242850069,55.515180575051275,6,5,1.9576864752829164
AT5G09530,128.8373825302556,500.3915158930965,6,5,1.9492317632236944
AT5G54030,2.837997704683577,13.815172456939155,6,5,1.9486496663368524
AT1G16850,6.0955515375623115,26.262156693025247,6,5,1.9419129628936846
AT3G52940,17.40716433330591,69.68847465749698,6,5,1.941207617955275
AT4G19720,2.645238454213788,12.990271323423945,6,5,1.9403388449796337
ATCG01020,2.5828610421284246,12.717133567938953,6,5,1.9367950407644734
AT4G34810,2.105562684108109,10.884872894794523,6,5,1.936199880952906
AT4G01985,0.05121235619652914,3.0196736491004184,6,5,1.9350242373984805
AT1G75390,22.783946083960505,89.79745671440223,6,5,1.9326637895144496
AT3G15370,0.7559016490346117,5.690506755046722,6,5,1.929903448799022
AT4G38420,54.37432257185592,209.65995351911096,6,5,1.9276270342177217
AT2G35300,4.037762309898238,18.12940791521364,6,5,1.9249372607191313
ATCG00065,0.14803313506205393,3.3442241040229206,6,5,1.9199342465397604
ATCG00080,0.4080886393165873,4.328093641313815,6,5,1.9198812833890115
AT5G15500,1.2789306141407017,7.596046250162914,6,5,1.9153162450571082
AT5G53750,9.732561465852934,39.34179715525015,6,5,1.9102809196908348
ATCG00640,0.08978879839532027,3.0958560971835247,6,5,1.910116461846408
AT5G23220,19.45994306877193,75.633809732444,6,5,1.9051788981700537
AT4G15910,84.12254417189992,317.4903842846404,6,5,1.9036366395911197
AT3G13672,0.6439409219621582,5.148021773556258,6,5,1.9029638203674792
AT3G22550,2.7714666674935473,13.095773227264043,6,5,1.902065039040356
AT2G02630,5.299794488526511,22.475737950203776,6,5,1.8977938381274333
ATMG00210,0.8066883554743772,5.716403997563273,6,5,1.894341342123198
AT4G31830,0.26754914933176893,3.7028966451716854,6,5,1.8915079377171062
ATCG01120,0.11621982797006554,3.120846040848091,6,5,1.8843193849770163
AT1G74010,3.5282644100125804,15.66376002830726,6,5,1.87968386247117
AT4G32810,6.4529003943102055,26.36037603893712,6,5,1.8762141749200172
AT3G22490,0.03218279000747213,2.771852205078865,6,5,1.8695746657596701
ATMG01200,0.2407829193060832,3.527415428121384,6,5,1.8674369605660173
AT1G27020,55.521767566866025,204.66526389846274,6,5,1.8634196606746907
AT3G45530,4.371620224469365,18.51229312740299,6,5,1.8609541221778874
AT2G05580,0.10361024659078207,3.0085182132181134,6,5,1.8608382725927142
AT2G18210,2.1043988347762426,10.185061896701253,6,5,1.849187416649525
AT1G55760,8.339924825121463,32.64462234504268,6,5,1.848893084060514
AT2G21720,0.4425013955971278,4.193524519360162,6,5,1.8481412229334753
AT2G16060,4.727939625871511,19.523197551712986,6,5,1.8411673316078792
AT3G11340,113.04827178459634,406.8762565773087,6,5,1.838486941823876
AT5G41040,55.68971794904254,201.35030252490552,6,5,1.8356960095369772
ATMG00520,1.6510204818739844,8.456623055254557,6,5,1.834777274911834
AT1G68880,2.0197466959581565,9.760584456315346,6,5,1.833256996551457
AT3G62740,3.8474873564697774,16.215590045253826,6,5,1.8284065880085056
AT1G60095,1.4653652261606513,7.722169661714719,6,5,1.8228856663276494
AT4G36830,1.7018834877747884,8.55567074284917,6,5,1.8223916808474174
AT3G20015,13.135015410538335,48.587773345157856,6,5,1.810710988980694
AT3G20210,2.7481154867017827,12.147298692044075,6,5,1.8105290957986582
AT1G49960,6.113962806492694,23.933841976501135,6,5,1.8093798634779792
AT5G03890,1.8949949631145813,9.118942484669255,6,5,1.8054257807975953
AT2G35760,4.85090014859906,19.320462628659122,6,5,1.7962027453413472
AT5G37690,7.838528492166138,29.543391421888277,6,5,1.7889821589043582
AT5G19110,3.1494703743323096,13.305984594200893,6,5,1.7856196808784643
AT5G20790,1.2765740438698028,6.786579780510675,6,5,1.7741253875359637
AT3G03530,0.8062061239330557,5.172150471085809,6,5,1.7728106915289723
AT3G44540,11.505518165410606,41.6706892559239,6,5,1.7706805777128314
AT5G51890,15.46846172327382,55.07531152512399,6,5,1.7676599272754574
AT4G39980,30.785880583189265,106.87443158249361,6,5,1.7628949955634503
AT3G62270,56.6225974766436,193.6828660186274,6,5,1.7564193184701564
AT1G76470,3.0014318702547285,12.466705657416432,6,5,1.7508087186312737
AT5G64080,4.679456442571267,18.036684739812937,6,5,1.74495748650926
AT4G04460,8.885500858679396,31.827352129726385,6,5,1.7315124176261882
AT5G09125,0.16921727344468837,2.8803975411670244,6,5,1.73066141393772
AT4G27970,6.596200642855183,24.20705403576236,6,5,1.7304776015282586
AT1G22360,100.64235542131276,335.61761877080096,6,5,1.7276089768217338
ATMG00290,0.2604003458769964,3.1495926844037108,6,5,1.7190876760218703
AT1G56600,3.5705230648158697,14.033048067604772,6,5,1.7177063702383866
AT1G56320,3.800548037766531,14.754887273572981,6,5,1.7145284113114778
AT5G66400,327.08461152094645,1074.1570016160026,6,5,1.7124075147821232
AT4G20240,17.42794557956834,59.14892103526936,6,5,1.7066436156782103
AT1G62290,32.669183007795134,108.8094228865536,6,5,1.7055012398540155
AT5G65100,0.5583377733038252,4.072995996661919,6,5,1.7028300472018936
AT4G36610,9.352148302690004,32.69709777286338,6,5,1.7026941515463723
AT2G41800,24.648159539389667,82.02867625650568,6,5,1.6947543926406503
ATMG00516,0.5757615452893896,4.100343248933452,6,5,1.694545109440311
AT5G50600,4.3792249070852245,16.37152900515483,6,5,1.69125452776144
AT3G03780,41.788487673129346,137.17749285153891,6,5,1.6912280463527154
AT4G30650,1.684549966499706,7.669068071778531,6,5,1.6911966540210517
AT5G14130,6.6468269954881185,23.63162583999774,6,5,1.6875787182742878
AT5G13490,19.959340262509006,66.48027464888287,6,5,1.6868725396402666
AT3G47420,8.13866218066626,28.359128732997057,6,5,1.683754267071747
AT3G54000,18.593034409230913,61.74449333119638,6,5,1.6791480010860813
AT3G18280,16.961688135346233,56.511775129316206,6,5,1.6789344192751081
AT2G02850,8.687990055139673,29.96373295403393,6,5,1.6763101225170967
AT2G45220,53.34372719609402,172.38340723128982,6,5,1.6737804173015178
AT1G77530,11.327756170584934,38.29201440977738,6,5,1.6723259009652514
AT5G12420,39.067363025447555,126.47774078748598,6,5,1.6697458872710722
AT5G67450,9.234415088471588,31.54693599671328,6,5,1.6690930803100534
AT3G46700,109.9945354311924,351.8702659509871,6,5,1.668649218401412
AT3G14880,0.300605848165423,3.119886181615751,6,5,1.6634206652484869
AT4G19120,39.347802286292804,126.63526758255436,6,5,1.66146502469256
AT2G23170,18.60901788773676,61.02002388210136,6,5,1.6612168011349158
AT3G11370,7.601848921987852,26.193560434315135,6,5,1.6605463568693615
AT2G37460,5.950885016559238,20.945401482116413,6,5,1.658650079174827
AT2G03090,7.757598339065024,26.52393710501259,6,5,1.6520796638955964
AT5G05390,0.5527615227340846,3.878405871136441,6,5,1.6515735179604432
AT1G11450,15.595537584567067,51.09757225040403,6,5,1.6504207805497733
AT1G78780,7.6559254757013555,26.164136195040577,6,5,1.649943187547087
AT5G43060,157.40539849060204,495.39718793859186,6,5,1.6478734390896406
AT1G77520,3.61489861405078,13.384350050637783,6,5,1.6401291767498134
AT4G36010,15.26666447432846,49.699990276933846,6,5,1.640067017925725
AT2G27550,29.811808933875124,95.0331925637628,6,5,1.6400497556960045
AT2G44460,0.4628262333543547,3.5445278646525806,6,5,1.6353720148777953
AT3G11430,10.672120964578681,35.2521204922563,6,5,1.634998645151907
AT1G11840,127.43013500044974,397.4502975783078,6,5,1.6334160167605998
AT5G44550,12.396291019171185,40.54178127511335,6,5,1.6327294566007562
AT3G05260,0.33856879477220697,3.146711642030952,6,5,1.631276440085962
AT5G43690,0.809464425819704,4.600380115395654,6,5,1.6299620062217497
AT2G43150,665.879016962606,2060.65898641233,6,5,1.628308758863475
AT5G62800,0.01959531351195531,2.1457338354201956,6,5,1.6253999603812568
AT5G20150,5.52594144719984,19.102710265712993,6,5,1.6231320716902826
AT2G38380,65.35498922184729,203.2532033655063,6,5,1.622081853962616
AT4G10390,2.698559082802555,10.353086368084035,6,5,1.618049324012242
AT2G41810,0.4569896538847302,3.462424899715431,6,5,1.6148372567107694
AT4G38620,9.962461825363606,32.520869837714585,6,5,1.6124877674428102
AT5G19410,3.9190841367479217,14.03431678364619,6,5,1.6117976714134226
AT3G15020,22.473492396737868,70.63414105278083,6,5,1.6096148416604996
AT5G28610,1.876344743022612,7.775881640641525,6,5,1.6093074686875424
ATCG00290,0.14727343544802687,2.4996364971500324,6,5,1.6089958018161183
AT5G03510,3.8604901710442,13.820196982215549,6,5,1.608390904021813
AT1G55020,59.13925206023674,182.29828995031923,6,5,1.607814495938298
AT3G27500,2.2717721403854267,8.965892839338794,6,5,1.6069267845935666
AT1G55380,1.3877595740760456,6.266077416970125,6,5,1.6055191596439986
AT4G34590,36.04284906297911,111.64653972205542,6,5,1.6045360280786118
AT2G30130,4.015578255539056,14.235946881739178,6,5,1.6029912166539442
AT3G56380,0.8519435262132496,4.620637704644777,6,5,1.6016937193557081
AT1G60970,0.2779222118722828,2.872067838145062,6,5,1.5993042076924375
