gene_id,mean_cpm_ground,mean_cpm_flight,n_ground,n_flight,log2fc_flight_vs_ground
AT1G60095,2.171610363291972,4.849181698246407,18,18,0.8830192606203092
AT2G24600,5.36717971564575,10.727223290057784,18,18,0.8811350696651332
AT5G17460,18.984833424365053,35.7951728771826,18,18,0.8806109651442251
AT4G14580,9.674746201826233,18.621686733400576,18,18,0.8782472955090221
AT1G80310,5.62727768001865,11.17332901612983,18,18,0.8772354788764967
AT2G28630,0.033074665031423346,0.8958655951924575,18,18,0.8759121618218927
AT3G60280,0.3771765771358058,1.5257533841537136,18,18,0.8750002314895632
AT5G56100,9.208172010918084,17.721766433677445,18,18,0.8749920180319596
AT4G14365,1.799241084890485,4.13224879855325,18,18,0.8745553658590091
AT1G67980,0.2958368560276045,1.3741626256393227,18,18,0.8735346637886849
AT2G04170,89.10130205836889,163.87543734280226,18,18,0.8717566265647314
AT2G46495,6.2366847800545235,12.221195637339804,18,18,0.8694518142312734
AT1G24620,1.702768352543031,3.9376668361020486,18,18,0.8693916280090485
AT1G65190,0.413971302587803,1.5829474175353717,18,18,0.8692654339612735
AT3G22142,0.22829596133707353,1.2426303542363935,18,18,0.8685336211094313
AT2G15880,9.614094749531596,18.374933712012382,18,18,0.868210041944014
AT3G19200,40.68749825311041,75.04989789195517,18,18,0.8673315150812719
AT5G40000,5.07202773813267,10.074364560156269,18,18,0.8669736338752552
AT1G70460,2.2224168209207473,4.876108614365233,18,18,0.8667179437049686
AT4G17030,42.87439436706073,78.92186194482501,18,18,0.8652109831873784
AT5G20820,8.12583848698169,15.622829432428157,18,18,0.8651369437108076
AT5G19560,2.3849776167019954,5.164401773684393,18,18,0.8648146006716694
