metabolite_id,metabolite_name,accession,accession_idx,timepoint,intensity,metabolite_class
Met.944,"Tryptophan, N-acetyl-",ecotype.5887,2,6d darkness,-0.930753678,unknown
Met.96,4-Hydroxyquinazoline,ecotype.5887,2,6d darkness,3.395102699,unknown
Met.964,Tyrosine,ecotype.5887,2,6d darkness,4.406355452,unknown
Met.985,Uric acid,ecotype.5887,2,6d darkness,-4.681041071,unknown
Met.989,Uridine-5'-diphosphogalactose,ecotype.5887,2,6d darkness,-2.604667545,unknown
Met.119,5-Hydroxy-L-Tryptophan,ecotype.223,3,6d darkness,0.791027357,unknown
Met.124,"6,7-Dimethyl-8-ribityllumazine",ecotype.223,3,6d darkness,1.07626915,unknown
Met.126,6-Hydroxynicotinic acid,ecotype.223,3,6d darkness,1.436965343,unknown
Met.146,Adenosine 5'-monophosphate,ecotype.223,3,6d darkness,-2.885433641,unknown
Met.193,Allantoic acid,ecotype.223,3,6d darkness,3.879394128,unknown
Met.194,allantoin,ecotype.223,3,6d darkness,1.166685101,unknown
Met.202,alpha-D-Galacturonic acid 1-phosphate,ecotype.223,3,6d darkness,3.512729893,unknown
Met.205,alpha-Ketoglutaric acid,ecotype.223,3,6d darkness,-2.563657355,unknown
Met.280,Azelaic acid,ecotype.223,3,6d darkness,-0.06917739,unknown
Met.300,beta-Nicotinamide adenine dinucleotide,ecotype.223,3,6d darkness,-1.356120431,unknown
Met.320,Citramalic acid,ecotype.223,3,6d darkness,-1.996557833,unknown
Met.321,Citric acid,ecotype.223,3,6d darkness,1.297763066,unknown
Met.35,2-[[Amino(imino)methyl]amino]ethane-1-sulfonic acid,ecotype.223,3,6d darkness,1.313309591,unknown
Met.351,Dehydroisoandrosterone-3-sulfate ,ecotype.223,3,6d darkness,2.599187316,unknown
Met.384,Flavin Mononucleotide,ecotype.223,3,6d darkness,-0.511469801,unknown
Met.385,Flavine adenine dinucleotide (FAD),ecotype.223,3,6d darkness,-1.085758203,unknown
Met.387,Formimino-L-Aspartic acid,ecotype.223,3,6d darkness,0.13897029,unknown
Met.409,Glucoalyssin,ecotype.223,3,6d darkness,-1.007531023,unknown
Met.410,Glucobrassicin,ecotype.223,3,6d darkness,-2.371676355,unknown
Met.411,Glucoheptose,ecotype.223,3,6d darkness,3.104554913,unknown
Met.412,Glucohirsutin,ecotype.223,3,6d darkness,-0.666436236,unknown
Met.414,Gluconic acid,ecotype.223,3,6d darkness,-0.315478642,unknown
Met.421,Glutamic acid,ecotype.223,3,6d darkness,-1.146495198,unknown
Met.422,"Glutamic acid, N-acetyl-",ecotype.223,3,6d darkness,-3.785395301,unknown
Met.457,Glutathione,ecotype.223,3,6d darkness,-1.846653792,unknown
Met.474,Glycyl-L-phenylalanine,ecotype.223,3,6d darkness,-1.058758245,unknown
Met.486,Guanosine,ecotype.223,3,6d darkness,-1.984891043,unknown
Met.487,Guanosine 2':3'-Cyclic monophosphate,ecotype.223,3,6d darkness,0.227556188,unknown
Met.50,2-Isopropylmalic acid,ecotype.223,3,6d darkness,-0.637488367,unknown
Met.54,2-Methylcitric acid,ecotype.223,3,6d darkness,-3.323619246,unknown
Met.542,Indoxyl-beta-D-glucoside,ecotype.223,3,6d darkness,-1.925195838,unknown
Met.545,Leucine,ecotype.223,3,6d darkness,4.078451231,unknown
Met.563,Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,ecotype.223,3,6d darkness,-2.49238483,unknown
Met.564,Kaempferol 3-O-glucoside 7-O-rhamnoside,ecotype.223,3,6d darkness,-3.656109816,unknown
Met.565,Kaempferol 3-O-rhamnoside 7-O-rhamnoside,ecotype.223,3,6d darkness,-2.16544811,unknown
Met.570,Lactulose,ecotype.223,3,6d darkness,-5.074199279,unknown
Met.571,Isoleucine,ecotype.223,3,6d darkness,2.251945865,unknown
Met.589,Loganin,ecotype.223,3,6d darkness,2.025088002,unknown
Met.614,Malic acid,ecotype.223,3,6d darkness,-1.934832588,unknown
Met.615,Malonamide,ecotype.223,3,6d darkness,-2.194677384,unknown
Met.622,Methionine,ecotype.223,3,6d darkness,0.264048378,unknown
Met.647,Monotropein,ecotype.223,3,6d darkness,-0.145520943,unknown
Met.660,"N,N-Dimethylglycine",ecotype.223,3,6d darkness,-1.150246601,unknown
Met.665,N-Acetyl-D-Phenylalanine,ecotype.223,3,6d darkness,-1.886758746,unknown
Met.669,N-Acetyl-L-Tyrosine,ecotype.223,3,6d darkness,-3.603874502,unknown
Met.674,Naringin,ecotype.223,3,6d darkness,0.302344904,unknown
Met.684,N-Ethylmaleamic acid,ecotype.223,3,6d darkness,5.918294248,unknown
Met.721,Ornithine,ecotype.223,3,6d darkness,3.88231453,amino acid
Met.728,Pantothenic acid (Vitamine B5) ,ecotype.223,3,6d darkness,1.142616476,unknown
Met.729,p-Coumaric acid,ecotype.223,3,6d darkness,2.843764145,unknown
Met.73,3-Deoxy-D-manno-2-octulosonic acid,ecotype.223,3,6d darkness,-0.838505763,unknown
Met.74,3-Hydroxy-3-Methylglutaric acid,ecotype.223,3,6d darkness,3.254946818,unknown
Met.809,Purine,ecotype.223,3,6d darkness,3.789072943,unknown
Met.813,Pyridoxamine-5'-phosphate,ecotype.223,3,6d darkness,-0.51778199,unknown
Met.817,Pyroglutamic acid,ecotype.223,3,6d darkness,-0.1577368,unknown
Met.819,"Quercetin 3,7-dirhamnoside",ecotype.223,3,6d darkness,-2.492884709,unknown
Met.821,Quercetin 3-O-glucoside 7-O-rhamnoside,ecotype.223,3,6d darkness,-3.012682137,unknown
Met.830,Riboflavin ,ecotype.223,3,6d darkness,-1.424803914,unknown
Met.836,Rutin,ecotype.223,3,6d darkness,-4.242370218,unknown
Met.837,Saccharic acid,ecotype.223,3,6d darkness,0.266851528,unknown
Met.841,Salicin,ecotype.223,3,6d darkness,-0.491459811,unknown
Met.846,Sedoheptulose,ecotype.223,3,6d darkness,1.57226852,unknown
Met.850,Serine,ecotype.223,3,6d darkness,-1.572911387,amino acid
Met.876,Sinapoylglucose,ecotype.223,3,6d darkness,-3.273203911,unknown
Met.885,Suberic acid,ecotype.223,3,6d darkness,-0.028553673,unknown
Met.886,Succinoadenosine,ecotype.223,3,6d darkness,-0.003573794,unknown
Met.896,Tetrahydroalstonine,ecotype.223,3,6d darkness,0.19305371,unknown
Met.934,trans-zeatin-O-glucoside,ecotype.223,3,6d darkness,-0.678706744,unknown
Met.943,Tryptophan,ecotype.223,3,6d darkness,5.623482155,unknown
Met.944,"Tryptophan, N-acetyl-",ecotype.223,3,6d darkness,-1.289122111,unknown
Met.96,4-Hydroxyquinazoline,ecotype.223,3,6d darkness,2.015372826,unknown
Met.964,Tyrosine,ecotype.223,3,6d darkness,3.710766396,unknown
Met.985,Uric acid,ecotype.223,3,6d darkness,-0.941768758,unknown
Met.989,Uridine-5'-diphosphogalactose,ecotype.223,3,6d darkness,-2.739640643,unknown
Met.119,5-Hydroxy-L-Tryptophan,ecotype.6940,4,6d darkness,0.778089107,unknown
Met.124,"6,7-Dimethyl-8-ribityllumazine",ecotype.6940,4,6d darkness,0.810855219,unknown
Met.126,6-Hydroxynicotinic acid,ecotype.6940,4,6d darkness,0.428065114,unknown
Met.146,Adenosine 5'-monophosphate,ecotype.6940,4,6d darkness,-2.634094922,unknown
Met.193,Allantoic acid,ecotype.6940,4,6d darkness,4.23586277,unknown
Met.194,allantoin,ecotype.6940,4,6d darkness,0.680671568,unknown
Met.202,alpha-D-Galacturonic acid 1-phosphate,ecotype.6940,4,6d darkness,3.695525615,unknown
Met.205,alpha-Ketoglutaric acid,ecotype.6940,4,6d darkness,-2.210773402,unknown
Met.280,Azelaic acid,ecotype.6940,4,6d darkness,-0.069101424,unknown
Met.300,beta-Nicotinamide adenine dinucleotide,ecotype.6940,4,6d darkness,-1.303093014,unknown
Met.320,Citramalic acid,ecotype.6940,4,6d darkness,-2.432896944,unknown
Met.321,Citric acid,ecotype.6940,4,6d darkness,1.037505548,unknown
Met.35,2-[[Amino(imino)methyl]amino]ethane-1-sulfonic acid,ecotype.6940,4,6d darkness,-3.17178597,unknown
Met.351,Dehydroisoandrosterone-3-sulfate ,ecotype.6940,4,6d darkness,3.388491009,unknown
Met.384,Flavin Mononucleotide,ecotype.6940,4,6d darkness,-0.532787342,unknown
Met.385,Flavine adenine dinucleotide (FAD),ecotype.6940,4,6d darkness,-0.901450427,unknown
Met.387,Formimino-L-Aspartic acid,ecotype.6940,4,6d darkness,0.290906655,unknown
Met.409,Glucoalyssin,ecotype.6940,4,6d darkness,-1.163625427,unknown
Met.410,Glucobrassicin,ecotype.6940,4,6d darkness,-3.116074693,unknown
Met.411,Glucoheptose,ecotype.6940,4,6d darkness,2.653986159,unknown
Met.412,Glucohirsutin,ecotype.6940,4,6d darkness,-0.544599516,unknown
Met.414,Gluconic acid,ecotype.6940,4,6d darkness,-0.30918805,unknown
Met.421,Glutamic acid,ecotype.6940,4,6d darkness,-1.413728063,unknown
Met.422,"Glutamic acid, N-acetyl-",ecotype.6940,4,6d darkness,-3.441062727,unknown
Met.457,Glutathione,ecotype.6940,4,6d darkness,-1.672914175,unknown
Met.474,Glycyl-L-phenylalanine,ecotype.6940,4,6d darkness,0.646623354,unknown
Met.486,Guanosine,ecotype.6940,4,6d darkness,-1.223639351,unknown
Met.487,Guanosine 2':3'-Cyclic monophosphate,ecotype.6940,4,6d darkness,0.585433057,unknown
Met.50,2-Isopropylmalic acid,ecotype.6940,4,6d darkness,-1.352512184,unknown
Met.54,2-Methylcitric acid,ecotype.6940,4,6d darkness,-2.04847209,unknown
Met.542,Indoxyl-beta-D-glucoside,ecotype.6940,4,6d darkness,-1.530264192,unknown
Met.545,Leucine,ecotype.6940,4,6d darkness,4.215478263,unknown
Met.563,Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,ecotype.6940,4,6d darkness,-2.23242956,unknown
Met.564,Kaempferol 3-O-glucoside 7-O-rhamnoside,ecotype.6940,4,6d darkness,-3.54960045,unknown
Met.565,Kaempferol 3-O-rhamnoside 7-O-rhamnoside,ecotype.6940,4,6d darkness,-2.373570577,unknown
Met.570,Lactulose,ecotype.6940,4,6d darkness,-4.890568201,unknown
Met.571,Isoleucine,ecotype.6940,4,6d darkness,2.726022193,unknown
Met.589,Loganin,ecotype.6940,4,6d darkness,2.926464135,unknown
Met.614,Malic acid,ecotype.6940,4,6d darkness,-1.84205465,unknown
Met.615,Malonamide,ecotype.6940,4,6d darkness,-2.034680823,unknown
Met.622,Methionine,ecotype.6940,4,6d darkness,0.676264185,unknown
Met.647,Monotropein,ecotype.6940,4,6d darkness,0.001596885,unknown
Met.660,"N,N-Dimethylglycine",ecotype.6940,4,6d darkness,-1.355457144,unknown
Met.665,N-Acetyl-D-Phenylalanine,ecotype.6940,4,6d darkness,-0.99591371,unknown
Met.669,N-Acetyl-L-Tyrosine,ecotype.6940,4,6d darkness,-2.599763217,unknown
Met.674,Naringin,ecotype.6940,4,6d darkness,1.274405809,unknown
Met.684,N-Ethylmaleamic acid,ecotype.6940,4,6d darkness,6.079342892,unknown
Met.721,Ornithine,ecotype.6940,4,6d darkness,3.536192977,amino acid
Met.728,Pantothenic acid (Vitamine B5) ,ecotype.6940,4,6d darkness,1.354747105,unknown
Met.729,p-Coumaric acid,ecotype.6940,4,6d darkness,3.782717499,unknown
Met.73,3-Deoxy-D-manno-2-octulosonic acid,ecotype.6940,4,6d darkness,-0.905041574,unknown
Met.74,3-Hydroxy-3-Methylglutaric acid,ecotype.6940,4,6d darkness,3.818748966,unknown
Met.809,Purine,ecotype.6940,4,6d darkness,4.29052333,unknown
Met.813,Pyridoxamine-5'-phosphate,ecotype.6940,4,6d darkness,-0.953562473,unknown
Met.817,Pyroglutamic acid,ecotype.6940,4,6d darkness,-0.076454443,unknown
Met.819,"Quercetin 3,7-dirhamnoside",ecotype.6940,4,6d darkness,-3.861010855,unknown
Met.821,Quercetin 3-O-glucoside 7-O-rhamnoside,ecotype.6940,4,6d darkness,-4.126919861,unknown
Met.830,Riboflavin ,ecotype.6940,4,6d darkness,-1.239329403,unknown
Met.836,Rutin,ecotype.6940,4,6d darkness,-3.993824414,unknown
Met.837,Saccharic acid,ecotype.6940,4,6d darkness,0.565082483,unknown
Met.841,Salicin,ecotype.6940,4,6d darkness,-0.881076937,unknown
Met.846,Sedoheptulose,ecotype.6940,4,6d darkness,1.63322043,unknown
Met.850,Serine,ecotype.6940,4,6d darkness,-1.227156543,amino acid
Met.876,Sinapoylglucose,ecotype.6940,4,6d darkness,-2.03549654,unknown
Met.885,Suberic acid,ecotype.6940,4,6d darkness,-0.032673379,unknown
Met.886,Succinoadenosine,ecotype.6940,4,6d darkness,-0.089377524,unknown
Met.896,Tetrahydroalstonine,ecotype.6940,4,6d darkness,0.805133344,unknown
Met.934,trans-zeatin-O-glucoside,ecotype.6940,4,6d darkness,-0.441027842,unknown
Met.943,Tryptophan,ecotype.6940,4,6d darkness,5.731482009,unknown
Met.944,"Tryptophan, N-acetyl-",ecotype.6940,4,6d darkness,-0.997416817,unknown
Met.96,4-Hydroxyquinazoline,ecotype.6940,4,6d darkness,2.603451441,unknown
Met.964,Tyrosine,ecotype.6940,4,6d darkness,4.205327622,unknown
Met.985,Uric acid,ecotype.6940,4,6d darkness,-4.159165871,unknown
Met.989,Uridine-5'-diphosphogalactose,ecotype.6940,4,6d darkness,-2.786580433,unknown
Met.119,5-Hydroxy-L-Tryptophan,ecotype.6188,5,6d darkness,0.932635208,unknown
Met.124,"6,7-Dimethyl-8-ribityllumazine",ecotype.6188,5,6d darkness,1.036792791,unknown
Met.126,6-Hydroxynicotinic acid,ecotype.6188,5,6d darkness,2.255841095,unknown
Met.146,Adenosine 5'-monophosphate,ecotype.6188,5,6d darkness,-2.746081293,unknown
Met.193,Allantoic acid,ecotype.6188,5,6d darkness,4.352022231,unknown
Met.194,allantoin,ecotype.6188,5,6d darkness,1.130545804,unknown
Met.202,alpha-D-Galacturonic acid 1-phosphate,ecotype.6188,5,6d darkness,3.746642156,unknown
Met.205,alpha-Ketoglutaric acid,ecotype.6188,5,6d darkness,-1.837634432,unknown
Met.280,Azelaic acid,ecotype.6188,5,6d darkness,-0.066517794,unknown
Met.300,beta-Nicotinamide adenine dinucleotide,ecotype.6188,5,6d darkness,-1.260009616,unknown
Met.320,Citramalic acid,ecotype.6188,5,6d darkness,-0.895227972,unknown
Met.321,Citric acid,ecotype.6188,5,6d darkness,1.80042128,unknown
Met.35,2-[[Amino(imino)methyl]amino]ethane-1-sulfonic acid,ecotype.6188,5,6d darkness,0.545592641,unknown
Met.351,Dehydroisoandrosterone-3-sulfate ,ecotype.6188,5,6d darkness,4.823559789,unknown
Met.384,Flavin Mononucleotide,ecotype.6188,5,6d darkness,-0.510400702,unknown
Met.385,Flavine adenine dinucleotide (FAD),ecotype.6188,5,6d darkness,-0.80945499,unknown
Met.387,Formimino-L-Aspartic acid,ecotype.6188,5,6d darkness,0.494332721,unknown
Met.409,Glucoalyssin,ecotype.6188,5,6d darkness,-6.401047238,unknown
Met.410,Glucobrassicin,ecotype.6188,5,6d darkness,-2.332302571,unknown
Met.411,Glucoheptose,ecotype.6188,5,6d darkness,3.038598003,unknown
Met.412,Glucohirsutin,ecotype.6188,5,6d darkness,-0.407788269,unknown
Met.414,Gluconic acid,ecotype.6188,5,6d darkness,-0.166067226,unknown
Met.421,Glutamic acid,ecotype.6188,5,6d darkness,-1.457938711,unknown
Met.422,"Glutamic acid, N-acetyl-",ecotype.6188,5,6d darkness,-3.347044357,unknown
Met.457,Glutathione,ecotype.6188,5,6d darkness,-1.789326915,unknown
Met.474,Glycyl-L-phenylalanine,ecotype.6188,5,6d darkness,0.237480222,unknown
Met.486,Guanosine,ecotype.6188,5,6d darkness,-1.09047245,unknown
Met.487,Guanosine 2':3'-Cyclic monophosphate,ecotype.6188,5,6d darkness,0.85912473,unknown
Met.50,2-Isopropylmalic acid,ecotype.6188,5,6d darkness,-1.156433561,unknown
Met.54,2-Methylcitric acid,ecotype.6188,5,6d darkness,-2.859119985,unknown
Met.542,Indoxyl-beta-D-glucoside,ecotype.6188,5,6d darkness,-2.224452619,unknown
Met.545,Leucine,ecotype.6188,5,6d darkness,4.516767097,unknown
Met.563,Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,ecotype.6188,5,6d darkness,-2.617751848,unknown
Met.564,Kaempferol 3-O-glucoside 7-O-rhamnoside,ecotype.6188,5,6d darkness,-4.147128693,unknown
Met.565,Kaempferol 3-O-rhamnoside 7-O-rhamnoside,ecotype.6188,5,6d darkness,-2.266044484,unknown
Met.570,Lactulose,ecotype.6188,5,6d darkness,-4.853008811,unknown
Met.571,Isoleucine,ecotype.6188,5,6d darkness,2.838716884,unknown
Met.589,Loganin,ecotype.6188,5,6d darkness,3.738957127,unknown
Met.614,Malic acid,ecotype.6188,5,6d darkness,-1.296322363,unknown
Met.615,Malonamide,ecotype.6188,5,6d darkness,-1.414808908,unknown
Met.622,Methionine,ecotype.6188,5,6d darkness,0.892760249,unknown
Met.647,Monotropein,ecotype.6188,5,6d darkness,0.016736671,unknown
Met.660,"N,N-Dimethylglycine",ecotype.6188,5,6d darkness,-1.177669972,unknown
Met.665,N-Acetyl-D-Phenylalanine,ecotype.6188,5,6d darkness,-1.134790369,unknown
Met.669,N-Acetyl-L-Tyrosine,ecotype.6188,5,6d darkness,-3.479556884,unknown
Met.674,Naringin,ecotype.6188,5,6d darkness,0.890937165,unknown
Met.684,N-Ethylmaleamic acid,ecotype.6188,5,6d darkness,6.489911078,unknown
Met.721,Ornithine,ecotype.6188,5,6d darkness,3.832775232,amino acid
Met.728,Pantothenic acid (Vitamine B5) ,ecotype.6188,5,6d darkness,1.331803966,unknown
Met.729,p-Coumaric acid,ecotype.6188,5,6d darkness,4.76262727,unknown
Met.73,3-Deoxy-D-manno-2-octulosonic acid,ecotype.6188,5,6d darkness,-0.868059965,unknown
Met.74,3-Hydroxy-3-Methylglutaric acid,ecotype.6188,5,6d darkness,3.300962921,unknown
Met.809,Purine,ecotype.6188,5,6d darkness,3.749900041,unknown
Met.813,Pyridoxamine-5'-phosphate,ecotype.6188,5,6d darkness,-0.467233388,unknown
Met.817,Pyroglutamic acid,ecotype.6188,5,6d darkness,0.39185076,unknown
Met.819,"Quercetin 3,7-dirhamnoside",ecotype.6188,5,6d darkness,-3.219697263,unknown
Met.821,Quercetin 3-O-glucoside 7-O-rhamnoside,ecotype.6188,5,6d darkness,-4.031005778,unknown
Met.830,Riboflavin ,ecotype.6188,5,6d darkness,-1.448045577,unknown
Met.836,Rutin,ecotype.6188,5,6d darkness,-3.469039428,unknown
Met.837,Saccharic acid,ecotype.6188,5,6d darkness,0.029078153,unknown
Met.841,Salicin,ecotype.6188,5,6d darkness,0.091360171,unknown
Met.846,Sedoheptulose,ecotype.6188,5,6d darkness,1.573273311,unknown
Met.850,Serine,ecotype.6188,5,6d darkness,-0.966273385,amino acid
Met.876,Sinapoylglucose,ecotype.6188,5,6d darkness,-2.857691139,unknown
Met.885,Suberic acid,ecotype.6188,5,6d darkness,-0.027479682,unknown
Met.886,Succinoadenosine,ecotype.6188,5,6d darkness,0.38726081,unknown
Met.896,Tetrahydroalstonine,ecotype.6188,5,6d darkness,0.573091252,unknown
Met.934,trans-zeatin-O-glucoside,ecotype.6188,5,6d darkness,-0.492729208,unknown
Met.943,Tryptophan,ecotype.6188,5,6d darkness,6.18817326,unknown
Met.944,"Tryptophan, N-acetyl-",ecotype.6188,5,6d darkness,-1.009561726,unknown
Met.96,4-Hydroxyquinazoline,ecotype.6188,5,6d darkness,4.047880262,unknown
Met.964,Tyrosine,ecotype.6188,5,6d darkness,3.686970797,unknown
Met.985,Uric acid,ecotype.6188,5,6d darkness,-1.932946532,unknown
Met.989,Uridine-5'-diphosphogalactose,ecotype.6188,5,6d darkness,-2.435845911,unknown
Met.119,5-Hydroxy-L-Tryptophan,ecotype.8271,6,6d darkness,0.464563323,unknown
Met.124,"6,7-Dimethyl-8-ribityllumazine",ecotype.8271,6,6d darkness,0.684454032,unknown
Met.126,6-Hydroxynicotinic acid,ecotype.8271,6,6d darkness,-0.094032735,unknown
Met.146,Adenosine 5'-monophosphate,ecotype.8271,6,6d darkness,-3.438897039,unknown
Met.193,Allantoic acid,ecotype.8271,6,6d darkness,3.897760102,unknown
Met.194,allantoin,ecotype.8271,6,6d darkness,0.229176372,unknown
Met.202,alpha-D-Galacturonic acid 1-phosphate,ecotype.8271,6,6d darkness,3.513961558,unknown
Met.205,alpha-Ketoglutaric acid,ecotype.8271,6,6d darkness,-2.550692882,unknown
Met.280,Azelaic acid,ecotype.8271,6,6d darkness,-0.06210357,unknown
Met.300,beta-Nicotinamide adenine dinucleotide,ecotype.8271,6,6d darkness,-1.204474653,unknown
Met.320,Citramalic acid,ecotype.8271,6,6d darkness,-2.185290015,unknown
Met.321,Citric acid,ecotype.8271,6,6d darkness,1.03158224,unknown
Met.35,2-[[Amino(imino)methyl]amino]ethane-1-sulfonic acid,ecotype.8271,6,6d darkness,0.544810376,unknown
Met.351,Dehydroisoandrosterone-3-sulfate ,ecotype.8271,6,6d darkness,3.131424159,unknown
Met.384,Flavin Mononucleotide,ecotype.8271,6,6d darkness,-0.74578827,unknown
Met.385,Flavine adenine dinucleotide (FAD),ecotype.8271,6,6d darkness,-0.85432335,unknown
Met.387,Formimino-L-Aspartic acid,ecotype.8271,6,6d darkness,0.597201535,unknown
Met.409,Glucoalyssin,ecotype.8271,6,6d darkness,-3.132274197,unknown
Met.410,Glucobrassicin,ecotype.8271,6,6d darkness,-3.194615406,unknown
Met.411,Glucoheptose,ecotype.8271,6,6d darkness,3.055317923,unknown
Met.412,Glucohirsutin,ecotype.8271,6,6d darkness,-0.809978249,unknown
Met.414,Gluconic acid,ecotype.8271,6,6d darkness,-0.52464739,unknown
Met.421,Glutamic acid,ecotype.8271,6,6d darkness,-1.434086033,unknown
Met.422,"Glutamic acid, N-acetyl-",ecotype.8271,6,6d darkness,-3.443587677,unknown
Met.457,Glutathione,ecotype.8271,6,6d darkness,-1.643787289,unknown
Met.474,Glycyl-L-phenylalanine,ecotype.8271,6,6d darkness,-1.133429667,unknown
Met.486,Guanosine,ecotype.8271,6,6d darkness,-2.127298208,unknown
Met.487,Guanosine 2':3'-Cyclic monophosphate,ecotype.8271,6,6d darkness,1.218916029,unknown
Met.50,2-Isopropylmalic acid,ecotype.8271,6,6d darkness,-1.757398571,unknown
Met.54,2-Methylcitric acid,ecotype.8271,6,6d darkness,-3.792307208,unknown
Met.542,Indoxyl-beta-D-glucoside,ecotype.8271,6,6d darkness,-1.719544898,unknown
Met.545,Leucine,ecotype.8271,6,6d darkness,4.453661316,unknown
Met.563,Kaempferol 3-O-6-O-(rhamnosyl) glucoside 7-O-rhamnoside,ecotype.8271,6,6d darkness,-3.562287676,unknown
Met.564,Kaempferol 3-O-glucoside 7-O-rhamnoside,ecotype.8271,6,6d darkness,-4.668194201,unknown
Met.565,Kaempferol 3-O-rhamnoside 7-O-rhamnoside,ecotype.8271,6,6d darkness,-3.10185253,unknown
Met.570,Lactulose,ecotype.8271,6,6d darkness,-4.663467583,unknown
Met.571,Isoleucine,ecotype.8271,6,6d darkness,2.299469955,unknown
Met.589,Loganin,ecotype.8271,6,6d darkness,3.114334567,unknown
Met.614,Malic acid,ecotype.8271,6,6d darkness,-2.086405099,unknown
Met.615,Malonamide,ecotype.8271,6,6d darkness,-2.179726814,unknown
Met.622,Methionine,ecotype.8271,6,6d darkness,0.882982882,unknown
Met.647,Monotropein,ecotype.8271,6,6d darkness,-0.162149284,unknown
Met.660,"N,N-Dimethylglycine",ecotype.8271,6,6d darkness,-1.440894629,unknown
Met.665,N-Acetyl-D-Phenylalanine,ecotype.8271,6,6d darkness,-1.382891039,unknown
Met.669,N-Acetyl-L-Tyrosine,ecotype.8271,6,6d darkness,-3.532359335,unknown
Met.674,Naringin,ecotype.8271,6,6d darkness,0.529128978,unknown
Met.684,N-Ethylmaleamic acid,ecotype.8271,6,6d darkness,5.857351326,unknown
Met.721,Ornithine,ecotype.8271,6,6d darkness,3.96655041,amino acid
Met.728,Pantothenic acid (Vitamine B5) ,ecotype.8271,6,6d darkness,1.091965382,unknown
Met.729,p-Coumaric acid,ecotype.8271,6,6d darkness,3.807371156,unknown
Met.73,3-Deoxy-D-manno-2-octulosonic acid,ecotype.8271,6,6d darkness,-1.114001057,unknown
Met.74,3-Hydroxy-3-Methylglutaric acid,ecotype.8271,6,6d darkness,3.372702295,unknown
Met.809,Purine,ecotype.8271,6,6d darkness,3.665944716,unknown
Met.813,Pyridoxamine-5'-phosphate,ecotype.8271,6,6d darkness,-0.738143084,unknown
Met.817,Pyroglutamic acid,ecotype.8271,6,6d darkness,1.05903483,unknown
Met.819,"Quercetin 3,7-dirhamnoside",ecotype.8271,6,6d darkness,-4.539042514,unknown
Met.821,Quercetin 3-O-glucoside 7-O-rhamnoside,ecotype.8271,6,6d darkness,-5.279739838,unknown
Met.830,Riboflavin ,ecotype.8271,6,6d darkness,-2.330578236,unknown
Met.836,Rutin,ecotype.8271,6,6d darkness,-3.713627486,unknown
Met.837,Saccharic acid,ecotype.8271,6,6d darkness,0.51754794,unknown
Met.841,Salicin,ecotype.8271,6,6d darkness,-0.697229357,unknown
Met.846,Sedoheptulose,ecotype.8271,6,6d darkness,2.056386497,unknown
Met.850,Serine,ecotype.8271,6,6d darkness,-1.135764038,amino acid
Met.876,Sinapoylglucose,ecotype.8271,6,6d darkness,-3.726700494,unknown
Met.885,Suberic acid,ecotype.8271,6,6d darkness,-0.018187206,unknown
Met.886,Succinoadenosine,ecotype.8271,6,6d darkness,-0.593965701,unknown
Met.896,Tetrahydroalstonine,ecotype.8271,6,6d darkness,-0.061322939,unknown
Met.934,trans-zeatin-O-glucoside,ecotype.8271,6,6d darkness,-0.936692965,unknown
Met.943,Tryptophan,ecotype.8271,6,6d darkness,5.566894236,unknown
Met.944,"Tryptophan, N-acetyl-",ecotype.8271,6,6d darkness,-1.144821724,unknown
Met.96,4-Hydroxyquinazoline,ecotype.8271,6,6d darkness,1.620799066,unknown
Met.964,Tyrosine,ecotype.8271,6,6d darkness,3.631400471,unknown
Met.985,Uric acid,ecotype.8271,6,6d darkness,-2.030895497,unknown
Met.989,Uridine-5'-diphosphogalactose,ecotype.8271,6,6d darkness,-2.544235774,unknown
Met.119,5-Hydroxy-L-Tryptophan,ecotype.7438,7,6d darkness,0.443627345,unknown
Met.124,"6,7-Dimethyl-8-ribityllumazine",ecotype.7438,7,6d darkness,1.250557516,unknown
Met.126,6-Hydroxynicotinic acid,ecotype.7438,7,6d darkness,1.995967111,unknown
Met.146,Adenosine 5'-monophosphate,ecotype.7438,7,6d darkness,-3.135105969,unknown
Met.193,Allantoic acid,ecotype.7438,7,6d darkness,3.878859183,unknown
Met.194,allantoin,ecotype.7438,7,6d darkness,-0.080628792,unknown
Met.202,alpha-D-Galacturonic acid 1-phosphate,ecotype.7438,7,6d darkness,3.291093286,unknown
Met.205,alpha-Ketoglutaric acid,ecotype.7438,7,6d darkness,-3.12764529,unknown
Met.280,Azelaic acid,ecotype.7438,7,6d darkness,-0.064403153,unknown
Met.300,beta-Nicotinamide adenine dinucleotide,ecotype.7438,7,6d darkness,-1.264457984,unknown
Met.320,Citramalic acid,ecotype.7438,7,6d darkness,-0.867656258,unknown
Met.321,Citric acid,ecotype.7438,7,6d darkness,1.291072782,unknown
Met.35,2-[[Amino(imino)methyl]amino]ethane-1-sulfonic acid,ecotype.7438,7,6d darkness,-2.677447726,unknown
Met.351,Dehydroisoandrosterone-3-sulfate ,ecotype.7438,7,6d darkness,2.109811428,unknown
