,country,id,pid,pidc,time,ecotype,Mincirclediam,Normsmallpax,Normlargepax,Minrectarea,Mindistcenbdy,vrectsizey,vrectsizex,Compactness,Normrotmo,Area,Paxratio,Circumference,Excentricity,Maxdiam,Roundness,Bdryround,Bdrycount,Bdrytoarearatio,Conhullcirc,Conhullarea
7_magic_e1_w3arab_magic_w3,Scotland,7,outside,noncorner,25,EDi-0,29.653,0.11648,0.12627,593.41,0.81212,26.62,26.921,0.71516,0.24275,314.46,1.084,151.19,0.0016239,27.026,72.691,173.04,233.27,0.74181,80.44,439.7
7_magic_e1_w4arab_magic_w4,Scotland,7,outside,noncorner,28,EDi-0,39.629,0.1155,0.11913,1118.7,1.0366,34.423,33.868,0.70226,0.23463,565.02,1.0314,220.29,0.0002394,36.181,85.887,197.88,334.38,0.59179,108.06,804.58
7_magic_e1_w5arab_magic_w5,Scotland,7,outside,noncorner,32,EDi-0,54.598,0.12443,0.14267,2205.5,1.3289,48.295,50.552,0.58939,0.26709,989.01,1.1466,377.37,0.0046647,50.827,143.99,245.33,492.58,0.49806,151.81,1678
7_magic_e10_w1arab_magic_w1,Lithuania,115,inside,noncorner,17,Kn-0,10.673,0.055846,0.19405,62.707,0.59629,6.8488,10.331,0.78032,0.2499,35.897,3.4747,42.211,0.30586,10.362,49.636,70.054,50.147,1.397,26.206,46.003
7_magic_e10_w2arab_magic_w2,Lithuania,115,inside,noncorner,22,Kn-0,17.499,0.09333,0.14896,207.77,0.59756,17.107,15.006,0.72227,0.24229,114.95,1.596,80.292,0.052714,17.068,56.083,97.637,105.94,0.92161,48.024,159.15
7_magic_e10_w3arab_magic_w3,Lithuania,115,inside,noncorner,25,Kn-0,26.387,0.084334,0.19345,407.33,1.2255,24.99,20.471,0.66824,0.27778,205.56,2.2938,127.12,0.1543,25.812,78.615,120.9,157.65,0.76692,67.877,307.62
7_magic_e10_w4arab_magic_w4,Lithuania,115,inside,noncorner,28,Kn-0,34.054,0.10339,0.13798,779.62,1.4831,30.32,29.346,0.69798,0.24138,389.77,1.3346,174.75,0.020539,31.572,78.345,148.88,240.89,0.61803,91.408,558.42
7_magic_e10_w5arab_magic_w5,Lithuania,115,inside,noncorner,32,Kn-0,43.659,0.11039,0.12023,1417.6,1.6127,37.844,40.848,0.67179,0.23061,694.97,1.0892,251.62,0.0018229,40.963,91.102,184.13,357.72,0.51473,120.84,1034.5
7_magic_e11_w1arab_magic_w1,Italy,127,outside,noncorner,17,Ct-1,10.821,0.11617,0.14542,82.154,0.50269,9.9833,9.519,0.67465,0.26159,41.384,1.2518,47.325,0.012507,10.041,54.119,102.85,65.24,1.5764,29.658,61.341
7_magic_e11_w2arab_magic_w2,Italy,127,outside,noncorner,22,Ct-1,18.704,0.10545,0.16279,213.17,0.76989,17.225,14.979,0.6575,0.26824,113.71,1.5438,96.79,0.045695,18.219,82.391,146.62,129.12,1.1355,49.851,172.94
7_magic_e11_w3arab_magic_w3,Italy,127,outside,noncorner,25,Ct-1,25.019,0.12946,0.17082,430.73,1.4117,22.355,23.685,0.5686,0.30028,193.93,1.3194,128.44,0.018968,23.598,85.067,167.88,180.43,0.9304,69.336,341.06
7_magic_e11_w4arab_magic_w4,Italy,127,outside,noncorner,28,Ct-1,33.931,0.12751,0.18297,733.97,0.25288,31.698,30.725,0.55789,0.31048,319.83,1.4349,212.66,0.031908,31.871,141.4,217.25,263.59,0.82418,92.207,573.28
7_magic_e11_w5arab_magic_w5,Italy,127,outside,noncorner,32,Ct-1,51.874,0.14322,0.20448,1619.3,-0.15659,48.368,36.952,0.47271,0.3477,603.28,1.4278,321.5,0.031044,50.36,171.34,279.98,410.98,0.68124,137.1,1276.2
7_magic_e12_w1arab_magic_w1,Germany,139,inside,noncorner,17,Wu-0,10.508,0.086441,0.13921,72.23,0.83744,7.8938,9.4029,0.7737,0.22565,44.645,1.6104,41.324,0.054681,10.063,38.249,76.369,58.391,1.3079,28.75,57.703
7_magic_e12_w2arab_magic_w2,Germany,139,inside,noncorner,22,Wu-0,16.669,0.094896,0.12057,190.91,1.0497,15.278,14.08,0.7551,0.21546,117.18,1.2705,87.379,0.014193,15.756,65.155,107.7,112.34,0.95867,46.435,155.19
7_magic_e12_w3arab_magic_w3,Germany,139,inside,noncorner,25,Wu-0,22.579,0.10166,0.13527,331.73,0.83569,20.758,19.56,0.68213,0.23693,181.73,1.3307,121.94,0.020128,21.772,81.818,138.9,158.88,0.87424,61.304,266.42
7_magic_e12_w4arab_magic_w4,Germany,139,inside,noncorner,28,Wu-0,32.912,0.10051,0.11328,504.17,1.2268,23.774,24.886,0.74338,0.21379,302.3,1.127,126.42,0.0035647,26.653,52.869,137.41,203.81,0.67422,76.312,406.65
7_magic_e12_w5arab_magic_w5,Germany,139,inside,noncorner,32,Wu-0,36.65,0.10466,0.11794,1060.2,1.4663,31.544,34.849,0.68804,0.2226,538.16,1.1268,203.24,0.0035558,34.958,76.753,166.04,298.92,0.55545,103.97,782.16
7_magic_e13_w1arab_magic_w1,Japan,151,outside,noncorner,17,Tsu-0,14.538,0.098557,0.16696,114.3,0.28867,10.44,13.108,0.66418,0.26552,65.87,1.6941,66.867,0.066374,14.135,67.879,98.394,80.506,1.2222,37.877,99.175
7_magic_e13_w2arab_magic_w2,Japan,151,outside,noncorner,22,Tsu-0,27.763,0.10445,0.1854,417.51,0.034407,26.901,20.288,0.60893,0.28984,211.6,1.775,140.71,0.077999,27.08,93.569,154.21,180.64,0.85368,70.88,347.5
7_magic_e13_w3arab_magic_w3,Japan,151,outside,noncorner,25,Tsu-0,35.516,0.12842,0.18735,818.71,0.66523,33.337,28.821,0.56881,0.31577,362.65,1.4589,219.27,0.034831,34.819,132.58,206.42,273.6,0.75446,96.813,637.55
7_magic_e13_w4arab_magic_w4,Japan,151,outside,noncorner,28,Tsu-0,47.446,0.12439,0.2284,1520.6,0.11695,43.512,38.09,0.55031,0.35279,574.06,1.8361,303.33,0.086911,44.338,160.28,252.37,380.62,0.66304,126.23,1043.2
7_magic_e13_w5arab_magic_w5,Japan,151,outside,noncorner,32,Tsu-0,67.813,0.13282,0.14757,3067.8,2.6582,55.802,59.713,0.56328,0.28039,1416,1.111,507.2,0.0027652,65.787,181.67,267.65,615.63,0.43476,189.4,2513.9
7_magic_e14_w1arab_magic_w1,USA,163,inside,noncorner,17,Col-0,9.4518,0.078138,0.15154,56.779,0.6066,9.1642,7.8882,0.74419,0.22968,35.741,1.9394,44.078,0.10213,9.214,54.361,74.893,51.737,1.4476,25.84,48.027
7_magic_e14_w2arab_magic_w2,USA,163,inside,noncorner,22,Col-0,17.697,0.10567,0.15219,192.61,0.9276,12.624,15.78,0.68128,0.25786,109.5,1.4402,84.928,0.032543,17.104,65.874,100.5,104.9,0.95803,48.206,160.72
7_magic_e14_w3arab_magic_w3,USA,163,inside,noncorner,25,Col-0,25.366,0.10388,0.17692,399.62,0.72955,20.321,20.587,0.61375,0.2808,188.08,1.7031,135.92,0.067657,24.849,98.222,157.53,172.13,0.9152,66.288,306.44
7_magic_e14_w4arab_magic_w4,USA,163,inside,noncorner,28,Col-0,34.006,0.12152,0.14742,810.92,1.1343,30.861,27.108,0.62923,0.26894,373.65,1.2131,210.7,0.0092739,31.329,118.81,206.05,277.47,0.7426,92.949,593.83
7_magic_e14_w5arab_magic_w5,USA,163,inside,noncorner,32,Col-0,47.212,0.10812,0.13829,1552.2,2.7308,38.956,42.867,0.64362,0.2464,739.81,1.2791,279.45,0.014995,43.959,105.55,187.93,372.87,0.50401,127.79,1149.5
7_magic_e15_w1arab_magic_w1,Russia,175,outside,noncorner,17,Rsch-4,13.435,0.089376,0.15498,112.2,0.95054,11.176,10.485,0.68905,0.24436,63.34,1.7341,61.37,0.072084,13.198,59.462,91.856,76.277,1.2042,36.143,91.923
7_magic_e15_w2arab_magic_w2,Russia,175,outside,noncorner,22,Rsch-4,24.271,0.10425,0.13824,421.15,1.2457,23.503,20.658,0.67891,0.24248,212.47,1.3261,131.17,0.019652,23.461,80.985,132.31,167.66,0.78913,66.626,312.95
7_magic_e15_w3arab_magic_w3,Russia,175,outside,noncorner,25,Rsch-4,35.958,0.12664,0.13971,848.21,0.97295,33.304,29.456,0.64395,0.26635,388.65,1.1032,190.72,0.0024083,33.532,93.596,166.64,254.49,0.6548,95.004,603.53
7_magic_e15_w4arab_magic_w4,Russia,175,outside,noncorner,28,Rsch-4,43.283,0.11775,0.13614,1340.4,1.4607,38.346,39.18,0.6184,0.2539,618.98,1.1562,282.02,0.0052472,39.905,128.5,199.62,351.51,0.56789,119.98,1000.9
7_magic_e15_w5arab_magic_w5,Russia,175,outside,noncorner,32,Rsch-4,58.301,0.10434,0.1331,2558.6,3.9743,51.041,50.591,0.62805,0.23744,1234.4,1.2756,366.21,0.014668,55.173,108.64,228.02,530.53,0.4298,164.44,1965.4
7_magic_e16_w1arab_magic_w1,Germany,187,inside,noncorner,17,No-0,9.989,0.084001,0.10963,71.603,0.88193,9.4482,8.1807,0.77934,0.19363,42.669,1.3051,46.007,0.017517,9.5863,49.606,67.566,53.693,1.2584,27.436,54.75
7_magic_e16_w2arab_magic_w2,Germany,187,inside,noncorner,22,No-0,14.989,0.066099,0.12828,140.65,1.31,13.473,12.724,0.85053,0.19438,102.52,1.9407,62.913,0.10232,14.567,38.605,61.399,79.34,0.77387,40.809,120.54
7_magic_e16_w3arab_magic_w3,Germany,187,inside,noncorner,25,No-0,21.307,0.078642,0.13607,286.73,1.1377,20.566,15.789,0.77846,0.21471,181.31,1.7302,84.224,0.071537,21.033,39.124,87.999,126.31,0.69667,57.478,232.91
7_magic_e16_w4arab_magic_w4,Germany,187,inside,noncorner,28,No-0,29.744,0.09623,0.12442,545.55,1.7751,27.093,27.37,0.7565,0.22065,337.52,1.2929,154.24,0.016317,28.164,70.488,127.31,207.29,0.61417,80.65,446.16
7_magic_e16_w5arab_magic_w5,Germany,187,inside,noncorner,32,No-0,43.879,0.089398,0.12172,1226.2,2.1146,35.879,42.635,0.72675,0.21111,720.76,1.3615,194.08,0.023435,42.772,52.262,124.57,299.64,0.41573,117.24,991.76
7_magic_e17_w1arab_magic_w1,Ireland,199,outside,noncorner,17,Bur-0,15.414,0.084902,0.17285,150.1,0.23653,12.514,13.209,0.71181,0.25775,80.511,2.0359,73.119,0.11642,15.04,66.405,96.822,88.291,1.0966,40.364,113.11
7_magic_e17_w2arab_magic_w2,Ireland,199,outside,noncorner,22,Bur-0,27.556,0.086147,0.1735,504.8,0.555,23.214,22.165,0.66103,0.25964,237.6,2.014,147.72,0.11318,27.109,91.84,153.7,191.1,0.8043,72.109,359.44
7_magic_e17_w3arab_magic_w3,Ireland,199,outside,noncorner,25,Bur-0,39.229,0.097425,0.19543,938.21,1.1259,35.527,27.175,0.57873,0.29286,419.06,2.006,240.32,0.11199,37.687,137.81,233.75,312.98,0.74687,102.64,724.1
7_magic_e17_w4arab_magic_w4,Ireland,199,outside,noncorner,28,Bur-0,48.512,0.12662,0.16963,1659.9,1.8255,44.496,40.881,0.53655,0.29625,656.74,1.3396,313.69,0.021068,45.631,149.83,262.68,415.35,0.63243,132.47,1224
7_magic_e17_w5arab_magic_w5,Ireland,199,outside,noncorner,32,Bur-0,57.555,0.10674,0.13684,2040.3,0.40954,46.766,43.918,0.62916,0.24358,1105.4,1.282,395.16,0.015276,55.879,141.26,373.36,642.44,0.58116,157.82,1757
7_magic_e18_w1arab_magic_w1,Germany,211,inside,noncorner,17,Ler-0,14.068,0.091369,0.12044,120.52,1.1733,13.441,12.282,0.7659,0.21181,82.269,1.3182,63.292,0.018843,13.687,48.692,68.522,75.082,0.91263,38.543,107.41
7_magic_e18_w2arab_magic_w2,Germany,211,inside,noncorner,22,Ler-0,21.879,0.078717,0.13791,289.62,1.115,20.069,15.875,0.78587,0.21663,195.68,1.752,98.142,0.074672,21.109,49.222,90.388,132.99,0.67964,59.129,249
7_magic_e18_w3arab_magic_w3,Germany,211,inside,noncorner,25,Ler-0,31.354,0.073969,0.17605,536.1,0.82495,26.645,20.415,0.72872,0.25001,308.24,2.38,149.72,0.16669,30.484,72.722,103.29,178.43,0.57886,79.108,422.99
7_magic_e18_w4arab_magic_w4,Germany,211,inside,noncorner,28,Ler-0,38.799,0.078695,0.17259,867.04,1.4706,25.585,34.485,0.69656,0.25129,481.22,2.1932,211.33,0.13962,38.16,92.81,132.51,252.52,0.52475,99.637,690.85
7_magic_e18_w5arab_magic_w5,Germany,211,inside,noncorner,32,Ler-0,52.443,0.098882,0.14434,1739.5,2.3268,38.972,47.666,0.69519,0.24322,934.45,1.4597,254.81,0.034934,48.807,69.482,113.43,325.56,0.3484,140.34,1344.2
7_magic_e19_w1arab_magic_w1,Libya,223,inside,noncorner,17,Mt-0,13.814,0.06934,0.2001,105.28,0.50224,9.6228,11.362,0.71403,0.26943,54.707,2.8857,55.334,0.23551,13.519,55.968,83.797,67.707,1.2376,33.816,76.616
7_magic_e19_w2arab_magic_w2,Libya,223,inside,noncorner,22,Mt-0,22.392,0.1229,0.16377,307.21,0.73187,16.85,18.806,0.57827,0.28667,148.32,1.3326,111.61,0.020334,22.039,83.991,142.11,145.18,0.97882,60.716,256.49
7_magic_e19_w3arab_magic_w3,Libya,223,inside,noncorner,25,Mt-0,30.173,0.11132,0.19014,551.56,1.0297,28.627,19.615,0.59567,0.30145,248.53,1.708,162.99,0.068358,28.52,106.89,174.65,208.34,0.8383,79.24,417.23
7_magic_e19_w4arab_magic_w4,Libya,223,inside,noncorner,28,Mt-0,38.632,0.13387,0.15321,952.46,0.75461,35.382,31.358,0.56378,0.28707,403.57,1.1445,244.22,0.0045405,35.413,147.79,308.02,352.57,0.87363,102.65,715.82
7_magic_e19_w5arab_magic_w5,Libya,223,inside,noncorner,32,Mt-0,49.965,0.11213,0.14411,1656.3,3.0631,41.812,48.407,0.58192,0.25624,802.19,1.2852,350.29,0.015573,48.609,152.96,232.23,431.61,0.53804,138.24,1378.5
7_magic_e2_w1arab_magic_w1,CanaryI,19,inside,noncorner,17,Can-0,13.401,0.07691,0.15217,105.5,0.51304,13.127,9.5255,0.73241,0.22908,62.235,1.9786,57.817,0.10794,13.062,53.713,79.102,70.163,1.1274,34.584,84.973
7_magic_e2_w2arab_magic_w2,CanaryI,19,inside,noncorner,22,Can-0,21.398,0.10029,0.12011,302.1,0.15304,18.911,16.36,0.75172,0.2204,192.26,1.1976,114.47,0.0080821,20.273,68.148,105.74,142.58,0.7416,59.652,255.77
7_magic_e2_w3arab_magic_w3,CanaryI,19,inside,noncorner,25,Can-0,32.505,0.1088,0.13235,722.89,0.10411,27.824,27.523,0.72085,0.24115,399.64,1.2164,197.83,0.0095317,30.547,97.932,172.94,262.9,0.65783,88.882,554.4
7_magic_e2_w4arab_magic_w4,CanaryI,19,inside,noncorner,28,Can-0,46.298,0.111,0.16517,1280.5,0.38454,39.975,34.562,0.59519,0.27617,587.95,1.4879,256.69,0.038464,45.299,112.07,210.58,351.87,0.59846,119.64,987.84
7_magic_e2_w5arab_magic_w5,CanaryI,19,inside,noncorner,32,Can-0,57.191,0.10442,0.13366,2228.6,2.2207,52.658,48.747,0.68336,0.23808,1192.6,1.28,419.18,0.01508,53.673,147.34,280.03,577.89,0.48458,156.18,1745.1
7_magic_e3_w1arab_magic_w1,Russia,31,outside,noncorner,17,WS-0,15.558,0.10483,0.18239,157.07,0.38373,10.876,15.156,0.65237,0.28722,74.533,1.7399,75.517,0.07293,15.255,76.515,116.1,93.021,1.2481,41.339,114.25
7_magic_e3_w2arab_magic_w2,Russia,31,outside,noncorner,22,WS-0,26.534,0.11045,0.13097,466.55,0.33773,24.245,19.904,0.69685,0.24142,243.57,1.1858,131.23,0.0072236,25.043,70.705,135.75,181.83,0.74653,71.086,349.53
7_magic_e3_w3arab_magic_w3,Russia,31,outside,noncorner,25,WS-0,35.064,0.10834,0.1418,819.77,1.1593,30.003,30.154,0.68249,0.25014,407.93,1.3088,178.38,0.017892,32.745,78.006,196.95,283.44,0.69483,94.279,597.71
7_magic_e3_w4arab_magic_w4,Russia,31,outside,noncorner,28,WS-0,43.237,0.10495,0.13315,1373.6,0.93525,39.623,37.399,0.63356,0.2381,676.31,1.2688,272.6,0.014032,41.896,109.88,263.43,422.09,0.62411,120.82,1067.5
7_magic_e3_w5arab_magic_w5,Russia,31,outside,noncorner,32,WS-0,59.728,0.10208,0.13071,2532.6,1.787,52.017,49.336,0.65058,0.23279,1243.5,1.2805,361.01,0.015126,55.557,104.81,314.69,625.55,0.50306,162.87,1911.3
7_magic_e4_w1arab_magic_w1,Netherlands,43,inside,noncorner,17,Hi-0,10.543,0.085275,0.19926,65.782,0.5619,7.6361,10.066,0.66783,0.28453,35.874,2.3367,49.199,0.16048,10.13,67.471,97.052,59.006,1.6448,28.034,53.718
7_magic_e4_w2arab_magic_w2,Netherlands,43,inside,noncorner,22,Hi-0,13.172,0.08613,0.16778,107.19,0.99637,10.476,11.823,0.70852,0.25391,56.24,1.948,51.406,0.10341,12.721,46.988,65.646,60.761,1.0804,34.324,79.376
7_magic_e4_w3arab_magic_w3,Netherlands,43,inside,noncorner,25,Hi-0,15.334,0.099166,0.13586,169.62,0.77587,14.172,13.569,0.69698,0.23503,92.174,1.3701,73.892,0.024379,14.5,59.236,100.38,96.19,1.0436,42.867,132.25
7_magic_e4_w4arab_magic_w4,Netherlands,43,inside,noncorner,28,Hi-0,20.778,0.077716,0.12684,274.28,0.93127,18.63,18.63,0.75648,0.20455,175.88,1.632,103.18,0.057664,19.823,60.529,120.71,145.7,0.82844,56.977,232.49
7_magic_e4_w5arab_magic_w5,Netherlands,43,inside,noncorner,32,Hi-0,30.282,0.11657,0.12707,641.76,1.0235,25.74,26.009,0.65788,0.24364,297.55,1.0901,204.2,0.0018596,27.658,140.14,209.88,249.9,0.83985,81.659,452.28
7_magic_e5_w1arab_magic_w1,Germany,55,outside,noncorner,17,Zu-0,9.8122,0.080681,0.12577,61.459,0.028742,9.4429,8.6268,0.78947,0.20645,40.975,1.5589,36.445,0.047703,9.414,32.416,57.398,48.497,1.1836,26.944,51.902
7_magic_e5_w2arab_magic_w2,Germany,55,outside,noncorner,22,Zu-0,16.616,0.08434,0.12888,184.4,0.42592,15.705,15.256,0.75824,0.21322,118.92,1.5281,82.468,0.043634,15.759,57.188,103.01,110.68,0.9307,46.491,156.84
7_magic_e5_w3arab_magic_w3,Germany,55,outside,noncorner,25,Zu-0,22.902,0.10673,0.1275,384.12,0.84531,19.975,21.307,0.69441,0.23423,200.92,1.1946,117.89,0.0078595,21.477,69.172,136.81,165.79,0.82516,63.394,289.35
7_magic_e5_w4arab_magic_w4,Germany,55,outside,noncorner,28,Zu-0,30.548,0.10012,0.1123,655.63,1.0894,29.378,25.897,0.7499,0.21242,374.22,1.1217,130.72,0.0032891,29.334,45.664,156.12,241.71,0.6459,83.789,499.03
7_magic_e5_w5arab_magic_w5,Germany,55,outside,noncorner,32,Zu-0,40.737,0.085824,0.11174,1276.9,2.3539,37.423,35.92,0.7716,0.19756,756.37,1.302,194.11,0.017208,38.768,49.813,118.02,298.78,0.39502,114.62,980.27
7_magic_e6_w1arab_magic_w1,Germany,67,inside,noncorner,17,Po-0,12.063,0.063121,0.16646,82.978,0.71695,11.075,8.0439,0.7886,0.22958,49.429,2.6371,47.595,0.2026,11.742,45.828,64.942,56.657,1.1462,30.203,62.68
7_magic_e6_w2arab_magic_w2,Germany,67,inside,noncorner,22,Po-0,18.616,0.084701,0.13477,241.54,0.12757,17.499,14.807,0.75171,0.21947,139.99,1.5911,91.083,0.052037,18.08,59.26,96.722,116.36,0.8312,50.729,186.23
7_magic_e6_w3arab_magic_w3,Germany,67,inside,noncorner,25,Po-0,27.183,0.11855,0.14542,481.64,0.67837,22.505,23.171,0.64766,0.26397,237.24,1.2267,159.95,0.010365,25.186,107.83,157.16,193.09,0.81391,72.671,366.31
7_magic_e6_w4arab_magic_w4,Germany,67,inside,noncorner,28,Po-0,36.29,0.11125,0.13874,909.71,1.6142,27.846,32.998,0.68739,0.24999,440.93,1.247,212.8,0.012086,34.14,102.7,185.13,285.7,0.64796,97.286,641.45
7_magic_e6_w5arab_magic_w5,Germany,67,inside,noncorner,32,Po-0,47.79,0.099573,0.13116,1666.3,1.8551,40.128,43.885,0.66594,0.23073,840.67,1.3172,362.49,0.018742,45.452,156.3,246.84,455.54,0.54187,132.85,1262.4
7_magic_e7_w1arab_magic_w1,Spain,79,outside,noncorner,17,Sf-2,12.021,0.081033,0.19539,87.698,0.36343,9.6397,9.5236,0.57654,0.27642,44.81,2.4112,59.153,0.17115,11.778,78.086,112.01,70.846,1.581,33.491,77.723
7_magic_e7_w2arab_magic_w2,Spain,79,outside,noncorner,22,Sf-2,23.24,0.15083,0.16349,362.85,0.30356,19.994,18.651,0.61082,0.31432,162.58,1.0839,114.99,0.0016223,21.546,81.333,138.58,150.1,0.92324,62.779,266.17
7_magic_e7_w3arab_magic_w3,Spain,79,outside,noncorner,25,Sf-2,33.311,0.098286,0.2085,653.79,0.77445,29.446,24.008,0.60278,0.30678,310.46,2.1214,192.53,0.12906,32.457,119.4,221.71,262.36,0.84505,86.542,515.05
7_magic_e7_w4arab_magic_w4,Spain,79,outside,noncorner,28,Sf-2,43.888,0.13765,0.20703,1173.1,0.5562,38.322,31.797,0.54902,0.34468,506.02,1.5041,270.57,0.040522,42.077,144.67,235.84,345.46,0.6827,116.23,921.68
7_magic_e7_w5arab_magic_w5,Spain,79,outside,noncorner,32,Sf-2,61.305,0.14803,0.16276,2525.6,1.3995,51.927,51.174,0.57367,0.31079,1046.7,1.0995,450.59,0.0022451,57.901,193.97,388.17,637.42,0.60896,164.11,1824.6
7_magic_e8_w1arab_magic_w1,Russia,91,inside,noncorner,17,Wil-2,11.4,0.081587,0.17027,71.825,0.62335,7.6653,10.22,0.71076,0.25185,43.056,2.0869,48.594,0.12398,11.068,54.844,78.949,58.303,1.3541,29.696,60.578
7_magic_e8_w2arab_magic_w2,Russia,91,inside,noncorner,22,Wil-2,16.197,0.07853,0.15345,151.69,1.0417,14.921,11.489,0.74833,0.23198,97.509,1.954,72.858,0.1043,15.771,54.438,80.015,88.33,0.90586,43.565,130.3
7_magic_e8_w3arab_magic_w3,Russia,91,inside,noncorner,25,Wil-2,20.753,0.096198,0.13352,295.73,0.86703,19.498,16.845,0.70825,0.22972,160.71,1.388,96.959,0.026401,20.385,58.496,117.49,137.41,0.85503,56.146,226.91
7_magic_e8_w4arab_magic_w4,Russia,91,inside,noncorner,28,Wil-2,28.101,0.10283,0.14482,538.87,1.4922,24.437,23.188,0.68427,0.24765,278.35,1.4084,157.65,0.028749,25.292,89.292,151.71,205.5,0.73826,76.609,406.79
7_magic_e8_w5arab_magic_w5,Russia,91,inside,noncorner,32,Wil-2,40.795,0.087169,0.12838,1100.7,1.825,32.812,37.478,0.72726,0.21555,626.12,1.4728,197.79,0.036558,37.822,62.481,140.56,296.66,0.47381,109.99,860.93
7_magic_e9_w1arab_magic_w1,Norway,103,outside,noncorner,17,Oy-0,10.081,0.047964,0.19651,51.945,0.70888,8.3579,6.5006,0.78858,0.24447,30.157,4.097,35.089,0.36919,9.7874,40.828,56.629,41.325,1.3703,24.065,38.242
7_magic_e9_w2arab_magic_w2,Norway,103,outside,noncorner,22,Oy-0,17.393,0.073163,0.15448,176.56,0.58287,13.055,15.306,0.77292,0.22764,118.11,2.1114,72.974,0.12759,17.086,45.089,73.289,93.036,0.78774,47.181,152.8
7_magic_e9_w3arab_magic_w3,Norway,103,outside,noncorner,25,Oy-0,23.558,0.092375,0.13698,389.55,1.3802,18.743,21.8,0.73319,0.22935,208.25,1.4828,94.848,0.037819,22.886,43.199,102.29,145.95,0.70085,63.531,284.03
7_magic_e9_w4arab_magic_w4,Norway,103,outside,noncorner,28,Oy-0,30.504,0.10022,0.12076,646.54,0.97253,26.286,27.955,0.72136,0.22098,358.45,1.2049,177.72,0.0086369,29.122,88.112,148.7,230.87,0.64409,84.424,496.91
7_magic_e9_w5arab_magic_w5,Norway,103,outside,noncorner,32,Oy-0,39.785,0.095622,0.1197,1216.5,1.2243,37.394,33.639,0.71759,0.21532,662.92,1.2518,231.96,0.012505,38.766,81.167,163.46,329.19,0.49657,111.77,923.81
8_magic_e1_w1arab_magic_w1,Scotland,8,inside,noncorner,17,EDi-0,18.99,0.070299,0.1834,90.514,0.5583,11.036,8.48,0.74642,0.2537,52.749,2.6088,56.649,0.19874,12.18,60.837,90.263,69.002,1.3081,32.037,70.669
8_magic_e1_w2arab_magic_w2,Scotland,8,inside,noncorner,22,EDi-0,20.242,0.089032,0.1311,266.84,1.0547,16.36,18.911,0.74038,0.22013,169.92,1.4726,93.902,0.036526,19.677,51.893,103.13,132.38,0.77907,56.244,229.5
8_magic_e1_w3arab_magic_w3,Scotland,8,inside,noncorner,25,EDi-0,30.762,0.11517,0.16453,584.43,0.83942,24.816,25.868,0.64113,0.2797,283.6,1.4286,164.35,0.03114,29.533,95.241,164.47,215.97,0.76153,81.857,442.35
8_magic_e1_w4arab_magic_w4,Scotland,8,inside,noncorner,28,EDi-0,38.661,0.1211,0.1302,1044.5,0.82143,35.95,34.284,0.63396,0.2513,507.68,1.0751,246.24,0.0013109,36.103,119.43,202.15,320.36,0.63102,106.8,800.82
8_magic_e1_w5arab_magic_w5,Scotland,8,inside,noncorner,32,EDi-0,51.782,0.1241,0.13001,2030.8,1.3081,47.242,48.145,0.62996,0.2541,976.79,1.0476,375.75,0.00054084,48.266,144.55,237.6,481.75,0.4932,146.24,1550.6
8_magic_e10_w1arab_magic_w1,Lithuania,116,inside,noncorner,17,Kn-0,13.37,0.05351,0.23893,94.866,0.68593,11.956,8.3579,0.74002,0.29244,49.21,4.4651,50.93,0.40201,13.031,52.711,75.185,60.827,1.2361,32.221,66.498
8_magic_e10_w2arab_magic_w2,Lithuania,116,inside,noncorner,22,Kn-0,23.091,0.086886,0.17306,326.45,0.75113,16.506,20.858,0.6851,0.25994,173.23,1.9918,121.95,0.10989,22.325,85.854,123.32,146.16,0.84373,60.46,252.85
8_magic_e10_w3arab_magic_w3,Lithuania,116,inside,noncorner,25,Kn-0,30.984,0.11586,0.15077,616.64,0.96293,26.984,24.325,0.667,0.26663,298.73,1.3013,156.78,0.017143,29.298,82.285,145.42,208.43,0.6977,82.043,447.88
8_magic_e10_w4arab_magic_w4,Lithuania,116,inside,noncorner,28,Kn-0,37.234,0.10838,0.12596,1005,1.1156,33.657,32.267,0.69176,0.23434,515.36,1.1622,178.32,0.0056285,34.014,61.7,168.05,294.29,0.57104,103.5,745.01
8_magic_e10_w5arab_magic_w5,Lithuania,116,inside,noncorner,32,Kn-0,49.577,0.097643,0.11577,1709.3,2.4514,44.452,45.503,0.7208,0.21342,930.19,1.1857,249.67,0.0072174,45.443,67.015,165.92,392.86,0.42234,134.76,1290.5
8_magic_e11_w1arab_magic_w1,Italy,128,inside,noncorner,17,Ct-1,11.258,0.10041,0.19149,74.904,0.076133,9.7511,9.519,0.62087,0.2919,39.524,1.907,55.156,0.097342,10.951,76.969,108.45,65.472,1.6565,30.195,63.659
8_magic_e11_w2arab_magic_w2,Italy,128,inside,noncorner,22,Ct-1,17.727,0.10105,0.17361,181.17,0.45836,12.882,14.38,0.6813,0.27466,96.116,1.7179,76.991,0.069774,17.108,61.671,108.57,102.15,1.0628,45.967,141.08
8_magic_e11_w3arab_magic_w3,Italy,128,inside,noncorner,25,Ct-1,22.944,0.14959,0.15878,341.31,0.80938,19.294,19.826,0.55681,0.30836,155.58,1.0614,142.31,0.00088844,21.264,130.17,182.98,168.72,1.0845,63.004,279.41
